,409,682,basinwide_average
1961-09-01,-999.0,-999.0,-999.9
1961-10-01,-999.0,-999.0,-999.9
1961-11-01,-999.0,-999.0,-999.9
1961-12-01,-999.0,-999.0,-999.9
1962-01-01,-999.0,-999.0,-999.9
1962-02-01,-999.0,-999.0,-999.9
1962-03-01,-999.0,-999.0,-999.9
1962-04-01,-999.0,-999.0,-999.9
1962-05-01,-999.0,-999.0,-999.9
1962-06-01,-999.0,-999.0,-999.9
1962-07-01,-999.0,-999.0,-999.9
1962-08-01,-999.0,-999.0,-999.9
1962-09-01,-999.0,-999.0,-999.9
1962-10-01,-999.0,-999.0,-999.9
1962-11-01,-999.0,-999.0,-999.9
1962-12-01,-999.0,-999.0,-999.9
1963-01-01,-999.0,-999.0,-999.9
1963-02-01,-999.0,-999.0,-999.9
1963-03-01,-999.0,-999.0,-999.9
1963-04-01,-999.0,-999.0,-999.9
1963-05-01,-999.0,-999.0,-999.9
1963-06-01,-999.0,-999.0,-999.9
1963-07-01,-999.0,-999.0,-999.9
1963-08-01,-999.0,-999.0,-999.9
1963-09-01,-999.0,-999.0,-999.9
1963-10-01,-999.0,-999.0,-999.9
1963-11-01,-999.0,-999.0,-999.9
1963-12-01,-999.0,-999.0,-999.9
1964-01-01,-999.0,-999.0,-999.9
1964-02-01,-999.0,-999.0,-999.9
1964-03-01,-999.0,-999.0,-999.9
1964-04-01,-999.0,-999.0,-999.9
1964-05-01,-999.0,-999.0,-999.9
1964-06-01,-999.0,-999.0,-999.9
1964-07-01,-999.0,-999.0,-999.9
1964-08-01,-999.0,-999.0,-999.9
1964-09-01,-999.0,-999.0,-999.9
1964-10-01,-999.0,-999.0,-999.9
1964-11-01,-999.0,-999.0,-999.9
1964-12-01,-999.0,-999.0,-999.9
1965-01-01,-999.0,-999.0,-999.9
1965-02-01,-999.0,-999.0,-999.9
1965-03-01,-999.0,-999.0,-999.9
1965-04-01,-999.0,-999.0,-999.9
1965-05-01,-999.0,-999.0,-999.9
1965-06-01,-999.0,-999.0,-999.9
1965-07-01,-999.0,-999.0,-999.9
1965-08-01,-999.0,-999.0,-999.9
1965-09-01,-999.0,-999.0,-999.9
1965-10-01,-999.0,-999.0,-999.9
1965-11-01,-999.0,-999.0,-999.9
1965-12-01,-999.0,-999.0,-999.9
1966-01-01,-999.0,-999.0,-999.9
1966-02-01,-999.0,-999.0,-999.9
1966-03-01,-999.0,-999.0,-999.9
1966-04-01,-999.0,-999.0,-999.9
1966-05-01,-999.0,-999.0,-999.9
1966-06-01,-999.0,-999.0,-999.9
1966-07-01,-999.0,-999.0,-999.9
1966-08-01,-999.0,-999.0,-999.9
1966-09-01,-999.0,-999.0,-999.9
1966-10-01,-999.0,-999.0,-999.9
1966-11-01,-999.0,-999.0,-999.9
1966-12-01,-999.0,-999.0,-999.9
1967-01-01,-999.0,-999.0,-999.9
1967-02-01,-999.0,-999.0,-999.9
1967-03-01,-999.0,-999.0,-999.9
1967-04-01,-999.0,-999.0,-999.9
1967-05-01,-999.0,-999.0,-999.9
1967-06-01,-999.0,-999.0,-999.9
1967-07-01,-999.0,-999.0,-999.9
1967-08-01,-999.0,-999.0,-999.9
1967-09-01,-999.0,-999.0,-999.9
1967-10-01,-999.0,-999.0,-999.9
1967-11-01,-999.0,-999.0,-999.9
1967-12-01,-999.0,-999.0,-999.9
1968-01-01,-999.0,-999.0,-999.9
1968-02-01,-999.0,-999.0,-999.9
1968-03-01,-999.0,-999.0,-999.9
1968-04-01,-999.0,-999.0,-999.9
1968-05-01,-999.0,-999.0,-999.9
1968-06-01,-999.0,-999.0,-999.9
1968-07-01,-999.0,-999.0,-999.9
1968-08-01,-999.0,-999.0,-999.9
1968-09-01,-999.0,-999.0,-999.9
1968-10-01,-999.0,-999.0,-999.9
1968-11-01,-999.0,-999.0,-999.9
1968-12-01,-999.0,-999.0,-999.9
1969-01-01,-999.0,-999.0,-999.9
1969-02-01,-999.0,-999.0,-999.9
1969-03-01,-999.0,-999.0,-999.9
1969-04-01,-999.0,-999.0,-999.9
1969-05-01,-999.0,-999.0,-999.9
1969-06-01,-999.0,-999.0,-999.9
1969-07-01,-999.0,-999.0,-999.9
1969-08-01,-999.0,-999.0,-999.9
1969-09-01,-999.0,-999.0,-999.9
1969-10-01,-999.0,-999.0,-999.9
1969-11-01,-999.0,-999.0,-999.9
1969-12-01,-999.0,-999.0,-999.9
1970-01-01,-999.0,-999.0,-999.9
1970-02-01,-999.0,-999.0,-999.9
1970-03-01,-999.0,-999.0,-999.9
1970-04-01,-999.0,-999.0,-999.9
1970-05-01,-999.0,-999.0,-999.9
1970-06-01,-999.0,-999.0,-999.9
1970-07-01,-999.0,-999.0,-999.9
1970-08-01,-999.0,-999.0,-999.9
1970-09-01,-999.0,-999.0,-999.9
1970-10-01,-999.0,-999.0,-999.9
1970-11-01,-999.0,-999.0,-999.9
1970-12-01,-999.0,-999.0,-999.9
1971-01-01,-999.0,-999.0,-999.9
1971-02-01,-999.0,-999.0,-999.9
1971-03-01,-999.0,-999.0,-999.9
1971-04-01,-999.0,-999.0,-999.9
1971-05-01,-999.0,-999.0,-999.9
1971-06-01,-999.0,-999.0,-999.9
1971-07-01,-999.0,-999.0,-999.9
1971-08-01,-999.0,-999.0,-999.9
1971-09-01,-999.0,-999.0,-999.9
1971-10-01,-999.0,-999.0,-999.9
1971-11-01,-999.0,-999.0,-999.9
1971-12-01,-999.0,-999.0,-999.9
1972-01-01,-999.0,-999.0,-999.9
1972-02-01,-999.0,-999.0,-999.9
1972-03-01,-999.0,-999.0,-999.9
1972-04-01,-999.0,-999.0,-999.9
1972-05-01,-999.0,-999.0,-999.9
1972-06-01,-999.0,-999.0,-999.9
1972-07-01,-999.0,-999.0,-999.9
1972-08-01,-999.0,-999.0,-999.9
1972-09-01,-999.0,-999.0,-999.9
1972-10-01,-999.0,-999.0,-999.9
1972-11-01,-999.0,-999.0,-999.9
1972-12-01,-999.0,-999.0,-999.9
1973-01-01,-999.0,-999.0,-999.9
1973-02-01,-999.0,-999.0,-999.9
1973-03-01,-999.0,-999.0,-999.9
1973-04-01,-999.0,-999.0,-999.9
1973-05-01,-999.0,-999.0,-999.9
1973-06-01,-999.0,-999.0,-999.9
1973-07-01,-999.0,-999.0,-999.9
1973-08-01,-999.0,-999.0,-999.9
1973-09-01,-999.0,-999.0,-999.9
1973-10-01,-999.0,-999.0,-999.9
1973-11-01,-999.0,-999.0,-999.9
1973-12-01,-999.0,-999.0,-999.9
1974-01-01,-999.0,-999.0,-999.9
1974-02-01,-999.0,-999.0,-999.9
1974-03-01,-999.0,-999.0,-999.9
1974-04-01,-999.0,-999.0,-999.9
1974-05-01,-999.0,-999.0,-999.9
1974-06-01,-999.0,-999.0,-999.9
1974-07-01,-999.0,-999.0,-999.9
1974-08-01,-999.0,-999.0,-999.9
1974-09-01,-999.0,-999.0,-999.9
1974-10-01,-999.0,-999.0,-999.9
1974-11-01,-999.0,-999.0,-999.9
1974-12-01,-999.0,-999.0,-999.9
1975-01-01,-999.0,-999.0,-999.9
1975-02-01,-999.0,-999.0,-999.9
1975-03-01,-999.0,-999.0,-999.9
1975-04-01,-999.0,-999.0,-999.9
1975-05-01,-999.0,-999.0,-999.9
1975-06-01,-999.0,-999.0,-999.9
1975-07-01,-999.0,-999.0,-999.9
1975-08-01,-999.0,-999.0,-999.9
1975-09-01,-999.0,-999.0,-999.9
1975-10-01,-999.0,-999.0,-999.9
1975-11-01,-999.0,-999.0,-999.9
1975-12-01,-999.0,-999.0,-999.9
1976-01-01,-999.0,-999.0,-999.9
1976-02-01,-999.0,-999.0,-999.9
1976-03-01,-999.0,-999.0,-999.9
1976-04-01,-999.0,-999.0,-999.9
1976-05-01,-999.0,-999.0,-999.9
1976-06-01,-999.0,-999.0,-999.9
1976-07-01,-999.0,-999.0,-999.9
1976-08-01,-999.0,-999.0,-999.9
1976-09-01,-999.0,-999.0,-999.9
1976-10-01,-999.0,-999.0,-999.9
1976-11-01,-999.0,-999.0,-999.9
1976-12-01,-999.0,-999.0,-999.9
1977-01-01,-999.0,-999.0,-999.9
1977-02-01,-999.0,-999.0,-999.9
1977-03-01,-999.0,-999.0,-999.9
1977-04-01,-999.0,-999.0,-999.9
1977-05-01,-999.0,-999.0,-999.9
1977-06-01,-999.0,-999.0,-999.9
1977-07-01,-999.0,-999.0,-999.9
1977-08-01,-999.0,-999.0,-999.9
1977-09-01,-999.0,-999.0,-999.9
1977-10-01,-999.0,-999.0,-999.9
1977-11-01,-999.0,-999.0,-999.9
1977-12-01,-999.0,-999.0,-999.9
1978-01-01,-999.0,-999.0,-999.9
1978-02-01,-999.0,-999.0,-999.9
1978-03-01,-999.0,-999.0,-999.9
1978-04-01,-999.0,-999.0,-999.9
1978-05-01,-999.0,-999.0,-999.9
1978-06-01,-999.0,-999.0,-999.9
1978-07-01,-999.0,-999.0,-999.9
1978-08-01,-999.0,-999.0,-999.9
1978-09-01,-999.0,-999.0,-999.9
1978-10-01,-999.0,-999.0,-999.9
1978-11-01,-999.0,0.0,0.0
1978-12-01,-999.0,4.0,0.13719390603812714
1979-01-01,-999.0,13.6,0.4664592805296323
1979-02-01,-999.0,17.3,0.5933636436149
1979-03-01,-999.0,24.1,0.8265932838797162
1979-04-01,-999.0,33.6,1.1524288107202683
1979-05-01,-999.0,37.6,1.2896227167583953
1979-06-01,-999.0,37.6,1.2896227167583953
1979-07-01,-999.0,37.6,1.2896227167583953
1979-08-01,-999.0,37.6,1.2896227167583953
1979-09-01,-999.0,37.6,1.2896227167583953
1979-10-01,-999.0,0.0,0.0
1979-11-01,-999.0,0.3,0.010289542952859537
1979-12-01,-999.0,2.7,0.09260588657573583
1980-01-01,-999.0,4.6,0.15777299194384622
1980-02-01,-999.0,14.7,0.5041876046901173
1980-03-01,-999.0,24.0,0.823163436228763
1980-04-01,-999.0,32.4,1.1112706389088298
1980-05-01,-999.0,34.5,1.1832974395788467
1980-06-01,-999.0,34.5,1.1832974395788467
1980-07-01,-999.0,34.5,1.1832974395788467
1980-08-01,-999.0,34.5,1.1832974395788467
1980-09-01,-999.0,34.5,1.1832974395788467
1980-10-01,-999.0,0.0,0.0
1980-11-01,-999.0,2.4,0.08231634362287629
1980-12-01,-999.0,4.4,0.1509132966419399
1981-01-01,-999.0,7.0,0.24008933556672252
1981-02-01,-999.0,7.9,0.2709579644253011
1981-03-01,-999.0,10.0,0.3429847650953179
1981-04-01,-999.0,15.2,0.5213368429448831
1981-05-01,-999.0,15.2,0.5213368429448831
1981-06-01,-999.0,15.2,0.5213368429448831
1981-07-01,-999.0,15.2,0.5213368429448831
1981-08-01,-999.0,15.2,0.5213368429448831
1981-09-01,-999.0,15.2,0.5213368429448831
1981-10-01,-999.0,0.0,0.0
1981-11-01,-999.0,7.0,0.24008933556672252
1981-12-01,-999.0,9.4,0.32240567918959884
1982-01-01,-999.0,16.8,0.5762144053601341
1982-02-01,-999.0,25.6,0.8780409986440139
1982-03-01,-999.0,26.0,0.8917603892478265
1982-04-01,-999.0,39.5,1.3547898221265056
1982-05-01,-999.0,39.5,1.3547898221265056
1982-06-01,-999.0,39.5,1.3547898221265056
1982-07-01,-999.0,39.5,1.3547898221265056
1982-08-01,-999.0,39.5,1.3547898221265056
1982-09-01,-999.0,39.5,1.3547898221265056
1982-10-01,-999.0,0.0,0.0
1982-11-01,-999.0,4.3,0.1474834489909867
1982-12-01,-999.0,16.1,0.5522054718034618
1983-01-01,-999.0,20.6,0.7065486160963549
1983-02-01,-999.0,21.8,0.747706787907793
1983-03-01,-999.0,27.9,0.9569274946159368
1983-04-01,-999.0,38.8,1.3307808885698333
1983-05-01,-999.0,46.2,1.5845896147403689
1983-06-01,-999.0,46.2,1.5845896147403689
1983-07-01,-999.0,46.2,1.5845896147403689
1983-08-01,-999.0,46.2,1.5845896147403689
1983-09-01,-999.0,46.2,1.5845896147403689
1983-10-01,-999.0,0.0,0.0
1983-11-01,-999.0,0.0,0.0
1983-12-01,-999.0,9.6,0.32926537449150517
1984-01-01,-999.0,19.1,0.6551009013320572
1984-02-01,-999.0,20.5,0.7031187684454017
1984-03-01,-999.0,23.6,0.8094440456249503
1984-04-01,-999.0,30.4,1.0426736858897663
1984-05-01,-999.0,37.0,1.2690436308526762
1984-06-01,-999.0,37.0,1.2690436308526762
1984-07-01,-999.0,37.0,1.2690436308526762
1984-08-01,-999.0,37.0,1.2690436308526762
1984-09-01,-999.0,37.0,1.2690436308526762
1984-10-01,-999.0,0.0,0.0
1984-11-01,-999.0,5.3,0.18178192550051847
1984-12-01,-999.0,8.6,0.2949668979819734
1985-01-01,-999.0,17.6,0.6036531865677596
1985-02-01,-999.0,20.8,0.7134083113982612
1985-03-01,-999.0,23.6,0.8094440456249503
1985-04-01,-999.0,33.9,1.1627183536731276
1985-05-01,-999.0,37.3,1.2793331738055356
1985-06-01,-999.0,37.3,1.2793331738055356
1985-07-01,-999.0,37.3,1.2793331738055356
1985-08-01,-999.0,37.3,1.2793331738055356
1985-09-01,-999.0,37.3,1.2793331738055356
1985-10-01,-999.0,0.0,0.0
1985-11-01,-999.0,2.0,0.06859695301906357
1985-12-01,-999.0,16.6,0.5693547100582278
1986-01-01,-999.0,22.5,0.7717157214644652
1986-02-01,-999.0,23.5,0.8060141979739971
1986-03-01,-999.0,29.1,0.9980856664273751
1986-04-01,-999.0,35.6,1.2210257637393318
1986-05-01,-999.0,38.1,1.3067719550131611
1986-06-01,-999.0,38.1,1.3067719550131611
1986-07-01,-999.0,38.1,1.3067719550131611
1986-08-01,-999.0,38.1,1.3067719550131611
1986-09-01,-999.0,38.1,1.3067719550131611
1986-10-01,0.0,4.3,0.07374172449549335
1986-11-01,2.2,8.8,0.21427735194147907
1986-12-01,4.9,14.8,0.3949377584285998
1987-01-01,6.7,15.0,0.45021092405190316
1987-02-01,11.9,18.3,0.6565729955460868
1987-03-01,16.3,25.5,0.9067756215794797
1987-04-01,19.8,31.4,1.1087625788955016
1987-05-01,19.8,31.4,1.1087625788955016
1987-06-01,19.8,31.4,1.1087625788955016
1987-07-01,19.8,31.4,1.1087625788955016
1987-08-01,19.8,31.4,1.1087625788955016
1987-09-01,19.8,31.4,1.1087625788955016
1987-10-01,0.0,0.0,0.0
1987-11-01,0.0,0.6,0.010289542952859537
1987-12-01,0.9,4.3,0.09966338348166846
1988-01-01,5.8,10.4,0.34540276909380496
1988-02-01,11.6,17.6,0.635927975772359
1988-03-01,12.5,19.6,0.696148111268066
1988-04-01,12.5,24.6,0.7818943025418954
1988-05-01,12.5,27.1,0.8247673981788102
1988-06-01,12.5,27.1,0.8247673981788102
1988-07-01,12.5,27.1,0.8247673981788102
1988-08-01,12.5,27.1,0.8247673981788102
1988-09-01,12.5,27.1,0.8247673981788102
1988-10-01,0.0,0.0,0.0
1988-11-01,0.0,0.0,0.0
1988-12-01,2.5,5.2,0.16118064721971354
1989-01-01,7.6,9.8,0.3869565441132956
1989-02-01,10.7,13.2,0.534549668465214
1989-03-01,15.9,22.1,0.8369474741860867
1989-04-01,15.9,29.3,0.9604219896204012
1989-05-01,15.9,29.3,0.9604219896204012
1989-06-01,15.9,29.3,0.9604219896204012
1989-07-01,15.9,29.3,0.9604219896204012
1989-08-01,15.9,29.3,0.9604219896204012
1989-09-01,15.9,29.3,0.9604219896204012
1989-10-01,0.0,0.0,0.0
1989-11-01,0.0,1.9,0.032583552684055196
1989-12-01,0.0,4.4,0.07545664832096995
1990-01-01,0.1,6.3,0.11092038533682237
1990-02-01,2.6,10.5,0.25495179430177
1990-03-01,5.4,14.3,0.400764060960203
1990-04-01,8.1,19.7,0.5711349244944641
1990-05-01,8.1,22.8,0.6242975630842384
1990-06-01,8.1,22.8,0.6242975630842384
1990-07-01,8.1,22.8,0.6242975630842384
1990-08-01,8.1,22.8,0.6242975630842384
1990-09-01,8.1,22.8,0.6242975630842384
1990-10-01,0.0,0.0,0.0
1990-11-01,0.0,1.0,0.017149238254765893
1990-12-01,1.7,5.0,0.13470932491438248
1991-01-01,6.8,9.5,0.358770297982488
1991-02-01,10.2,13.4,0.5235785944571809
1991-03-01,13.7,16.0,0.6689730655324755
1991-04-01,23.0,26.8,1.12204198154109
1991-05-01,23.0,28.8,1.1563404580506218
1991-06-01,23.0,28.8,1.1563404580506218
1991-07-01,23.0,28.8,1.1563404580506218
1991-08-01,23.0,28.8,1.1563404580506218
1991-09-01,23.0,28.8,1.1563404580506218
1991-10-01,0.0,0.0,0.0
1991-11-01,1.1,3.6,0.09341928536692681
1991-12-01,5.1,9.7,0.3132370119928881
1992-01-01,8.0,10.5,0.41048174821882066
1992-02-01,9.9,11.2,0.47720971730130424
1992-03-01,14.0,16.4,0.6844733138297736
1992-04-01,19.4,24.3,0.9754822499594749
1992-05-01,19.4,24.3,0.9754822499594749
1992-06-01,19.4,24.3,0.9754822499594749
1992-07-01,19.4,24.3,0.9754822499594749
1992-08-01,19.4,24.3,0.9754822499594749
1992-09-01,19.4,24.3,0.9754822499594749
1992-10-01,0.0,0.0,0.0
1992-11-01,1.3,4.5,0.11461396845981059
1992-12-01,2.0,10.0,0.22909606918360365
1993-01-01,6.3,16.6,0.4661289679323397
1993-02-01,18.7,28.9,1.0342074556088172
1993-03-01,30.0,40.2,1.5534546773807594
1993-04-01,33.5,42.0,1.6851297578522413
1993-05-01,33.5,47.9,1.78631026355536
1993-06-01,33.5,47.9,1.78631026355536
1993-07-01,33.5,47.9,1.78631026355536
1993-08-01,33.5,47.9,1.78631026355536
1993-09-01,33.5,47.9,1.78631026355536
1993-10-01,0.0,0.0,0.0
1993-11-01,0.0,2.4,0.041158171811438146
1993-12-01,1.7,5.2,0.13813917256533564
1994-01-01,4.8,8.0,0.27544275396439444
1994-02-01,6.8,10.4,0.37420461241177727
1994-03-01,14.4,18.8,0.7371522229684007
1994-04-01,14.4,21.6,0.7851700900817452
1994-05-01,14.4,26.8,0.8743461290065279
1994-06-01,14.4,26.8,0.8743461290065279
1994-07-01,14.4,26.8,0.8743461290065279
1994-08-01,14.4,26.8,0.8743461290065279
1994-09-01,14.4,26.8,0.8743461290065279
1994-10-01,0.0,0.0,0.0
1994-11-01,0.1,1.5,0.02860404171394608
1994-12-01,3.7,8.8,0.2574801169184376
1995-01-01,6.9,13.5,0.4302474353333488
1995-02-01,12.7,19.4,0.6984786322807072
1995-03-01,13.9,25.1,0.8307915023144397
1995-04-01,22.0,33.8,1.213284806006479
1995-05-01,22.0,38.3,1.2904563781529252
1995-06-01,22.0,44.4,1.3950667315069973
1995-07-01,22.0,44.4,1.3950667315069973
1995-08-01,22.0,44.4,1.3950667315069973
1995-09-01,22.0,44.4,1.3950667315069973
1995-10-01,0.8,0.3,0.028186246130807648
1995-11-01,0.8,1.4,0.04705040821105013
1995-12-01,0.8,4.2,0.09506827532439464
1996-01-01,0.8,7.1,0.14480106626321573
1996-02-01,7.5,13.6,0.4492434651496088
1996-03-01,11.7,20.1,0.681681255741071
1996-04-01,11.7,23.6,0.7417035896327516
1996-05-01,11.7,26.2,0.7862916090951428
1996-06-01,11.7,26.2,0.7862916090951428
1996-07-01,11.7,26.2,0.7862916090951428
1996-08-01,11.7,26.2,0.7862916090951428
1996-09-01,11.7,26.2,0.7862916090951428
1996-10-01,0.0,0.0,0.0
1996-11-01,1.3,2.2,0.07517072047384904
1996-12-01,6.7,9.9,0.3627498089525971
1997-01-01,12.6,17.7,0.666444742915808
1997-02-01,20.5,28.8,1.084335849755691
1997-03-01,23.0,33.1,1.2300821825461152
1997-04-01,23.0,33.6,1.2386568016734982
1997-05-01,23.0,39.6,1.3415522312020935
1997-06-01,23.0,39.6,1.3415522312020935
1997-07-01,23.0,39.6,1.3415522312020935
1997-08-01,23.0,39.6,1.3415522312020935
1997-09-01,23.0,39.6,1.3415522312020935
1997-10-01,0.0,0.0,0.0
1997-11-01,0.0,2.5,0.042873095636914736
1997-12-01,1.9,7.2,0.1781980177384619
1998-01-01,4.6,8.7,0.2816868520791361
1998-02-01,8.1,14.8,0.48710365704611125
1998-03-01,13.3,22.0,0.760347757733882
1998-04-01,16.4,30.3,0.9919721495341531
1998-05-01,16.4,36.0,1.0897228075863188
1998-06-01,16.4,36.0,1.0897228075863188
1998-07-01,16.4,36.0,1.0897228075863188
1998-08-01,16.4,36.0,1.0897228075863188
1998-09-01,16.4,36.0,1.0897228075863188
1998-10-01,0.0,0.0,0.0
1998-11-01,0.0,2.7,0.046302943287867916
1998-12-01,2.8,7.0,0.20068982907368382
1999-01-01,4.3,7.8,0.2576119846544551
1999-02-01,6.5,14.4,0.43416101243544913
1999-03-01,9.1,19.6,0.59822184398696
1999-04-01,9.1,20.7,0.6170860060672023
1999-05-01,9.1,29.2,0.7628545312327125
1999-06-01,9.1,29.2,0.7628545312327125
1999-07-01,9.1,29.2,0.7628545312327125
1999-08-01,9.1,29.2,0.7628545312327125
1999-09-01,9.1,29.2,0.7628545312327125
1999-10-01,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0
1999-12-01,0.0,1.0,0.017149238254765893
2000-01-01,2.1,3.9,0.12736590016132893
2000-02-01,9.3,8.7,0.4170555156736062
2000-03-01,15.1,15.8,0.7058657985266836
2000-04-01,18.7,21.8,0.9124478639999795
2000-05-01,18.7,21.8,0.9124478639999795
2000-06-01,18.7,21.8,0.9124478639999795
2000-07-01,18.7,21.8,0.9124478639999795
2000-08-01,18.7,21.8,0.9124478639999795
2000-09-01,18.7,21.8,0.9124478639999795
2000-10-01,0.0,0.0,0.0
2000-11-01,0.7,1.3,0.042455300053776304
2000-12-01,2.2,3.2,0.11824161771479004
2001-01-01,4.9,7.2,0.264603547692379
2001-02-01,8.5,9.7,0.41116327927399415
2001-03-01,12.8,14.2,0.6121827776877218
2001-04-01,14.5,18.1,0.7280279405218618
2001-05-01,14.5,21.6,0.7880502744135425
2001-06-01,14.5,21.6,0.7880502744135425
2001-07-01,14.5,21.6,0.7880502744135425
2001-08-01,14.5,21.6,0.7880502744135425
2001-09-01,14.5,21.6,0.7880502744135425
2001-10-01,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0
2001-12-01,4.4,4.5,0.2038996827455249
2002-01-01,6.6,8.1,0.32900099576222125
2002-02-01,7.6,9.7,0.38524162028781905
2002-03-01,9.1,11.9,0.46617270942526257
2002-04-01,9.1,15.5,0.5279099671424197
2002-05-01,9.1,15.5,0.5279099671424197
2002-06-01,9.1,15.5,0.5279099671424197
2002-07-01,9.1,15.5,0.5279099671424197
2002-08-01,9.1,15.5,0.5279099671424197
2002-09-01,9.1,15.5,0.5279099671424197
2002-10-01,0.0,0.0,0.0
2002-11-01,1.0,3.3,0.0853943295586998
2002-12-01,4.5,6.5,0.2410783435868539
2003-01-01,7.5,9.2,0.37378681682863885
2003-02-01,9.4,11.2,0.46280879564231814
2003-03-01,16.5,18.4,0.7907763986342362
2003-04-01,17.2,22.7,0.8846794134523102
2003-05-01,17.2,23.4,0.8966838802306464
2003-06-01,17.2,23.4,0.8966838802306464
2003-07-01,17.2,23.4,0.8966838802306464
2003-08-01,17.2,23.4,0.8966838802306464
2003-09-01,17.2,23.4,0.8966838802306464
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,2.4,6.1,0.1737347773172056
2004-01-01,6.8,13.7,0.4307970986525047
2004-02-01,13.0,18.2,0.6865400993703799
2004-03-01,18.1,23.8,0.929465234518728
2004-04-01,18.1,23.8,0.929465234518728
2004-05-01,18.1,27.2,0.987772644584932
2004-06-01,18.1,27.2,0.987772644584932
2004-07-01,18.1,27.2,0.987772644584932
2004-08-01,18.1,27.2,0.987772644584932
2004-09-01,18.1,27.2,0.987772644584932
2004-10-01,0.0,0.4,0.006859695301906358
2004-11-01,1.1,7.0,0.15172669543313083
2004-12-01,4.7,12.8,0.3548789132554735
2005-01-01,7.2,15.6,0.47490138866374887
2005-02-01,18.8,32.2,1.093680126181342
2005-03-01,24.9,40.0,1.4031354288081472
2005-04-01,29.4,46.9,1.6510734676969077
2005-05-01,29.4,46.9,1.6510734676969077
2005-06-01,29.4,46.9,1.6510734676969077
2005-07-01,29.4,46.9,1.6510734676969077
2005-08-01,29.4,46.9,1.6510734676969077
2005-09-01,29.4,46.9,1.6510734676969077
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,2.2,0.03772832416048497
2005-12-01,0.6,5.0,0.10302729726461288
2006-01-01,4.3,9.0,0.27819107056017417
2006-02-01,6.4,13.7,0.41927636132531576
2006-03-01,7.7,14.8,0.47558291971892236
2006-04-01,15.8,23.6,0.8597911472364383
2006-05-01,15.8,23.6,0.8597911472364383
2006-06-01,15.8,23.6,0.8597911472364383
2006-07-01,15.8,23.6,0.8597911472364383
2006-08-01,15.8,23.6,0.8597911472364383
2006-09-01,15.8,23.6,0.8597911472364383
2006-10-01,1.5,0.0,0.043202764976958526
2006-11-01,2.3,3.3,0.12283672587206385
2006-12-01,4.9,7.5,0.2697483191688087
2007-01-01,5.7,9.5,0.32708827033271837
2007-02-01,10.9,9.5,0.47685785558617466
2007-03-01,15.4,14.2,0.68706757031445
2007-04-01,15.4,16.5,0.7265108183004115
2007-05-01,15.4,16.5,0.7265108183004115
2007-06-01,15.4,16.5,0.7265108183004115
2007-07-01,15.4,16.5,0.7265108183004115
2007-08-01,15.4,16.5,0.7265108183004115
2007-09-01,15.4,16.5,0.7265108183004115
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,2.0,0.034298476509531786
2007-12-01,2.7,4.1,0.1480768538030655
2008-01-01,9.6,12.1,0.4840034787352019
2008-02-01,16.5,22.2,0.8559435040023466
2008-03-01,22.3,28.9,1.1378940915535178
2008-04-01,22.3,32.0,1.1910567301432922
2008-05-01,22.3,34.4,1.2322149019547304
2008-06-01,22.3,34.4,1.2322149019547304
2008-07-01,22.3,34.4,1.2322149019547304
2008-08-01,22.3,34.4,1.2322149019547304
2008-09-01,22.3,34.4,1.2322149019547304
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0
2008-12-01,0.8,3.5,0.0830638085460585
2009-01-01,9.6,13.4,0.5062974884663975
2009-02-01,12.9,16.5,0.6545062100054806
2009-03-01,16.4,20.9,0.8307693099393536
2009-04-01,16.4,24.3,0.8890767200055578
2009-05-01,16.4,25.7,0.91308565356223
2009-06-01,16.4,25.7,0.91308565356223
2009-07-01,16.4,25.7,0.91308565356223
2009-08-01,16.4,25.7,0.91308565356223
2009-09-01,16.4,25.7,0.91308565356223
2009-10-01,0.0,0.0,0.0
2009-11-01,0.7,1.1,0.03902545240282313
2009-12-01,1.0,2.7,0.07510478660584027
2010-01-01,8.7,10.1,0.42378334323949496
2010-02-01,13.3,16.0,0.6574523282052867
2010-03-01,18.8,20.2,0.8878892671241513
2010-04-01,23.3,23.8,1.0792348197721842
2010-05-01,23.3,26.4,1.1238228392345753
2010-06-01,23.3,26.4,1.1238228392345753
2010-07-01,23.3,26.4,1.1238228392345753
2010-08-01,23.3,26.4,1.1238228392345753
2010-09-01,23.3,26.4,1.1238228392345753
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,1.5,0.025723857382148843
2010-12-01,2.8,6.6,0.1938301337717775
2011-01-01,16.2,23.0,0.8610223416107676
2011-02-01,17.3,25.5,0.935577464897452
2011-03-01,18.9,30.5,1.0674066054800373
2011-04-01,20.2,35.8,1.1957399645436606
2011-05-01,20.2,40.9,1.2832010796429665
2011-06-01,20.2,40.9,1.2832010796429665
2011-07-01,20.2,40.9,1.2832010796429665
2011-08-01,20.2,40.9,1.2832010796429665
2011-09-01,20.2,40.9,1.2832010796429665
2011-10-01,0.0,0.0,0.0
2011-11-01,1.0,1.8,0.05967047217655096
2011-12-01,3.2,4.8,0.17448224224038783
2012-01-01,5.4,5.8,0.2549955357946929
