,05K11,05K22,936,935,basinwide_average
1980-04-01,5.1,10.0,-999.0,-999.0,1.1442756291562346
1980-05-01,5.1,10.0,-999.0,-999.0,1.1442756291562346
1980-06-01,5.1,10.0,-999.0,-999.0,1.1442756291562346
1980-07-01,5.1,10.0,-999.0,-999.0,1.1442756291562346
1980-08-01,5.1,10.0,-999.0,-999.0,1.1442756291562346
1980-09-01,5.1,10.0,-999.0,-999.0,1.1442756291562346
1980-10-01,0.0,0.0,-999.0,-999.0,0.0
1980-11-01,0.0,0.0,-999.0,-999.0,0.0
1980-12-01,0.0,0.0,-999.0,-999.0,0.0
1981-01-01,0.0,0.0,-999.0,-999.0,0.0
1981-02-01,0.0,0.0,-999.0,-999.0,0.0
1981-03-01,0.5,1.3,-999.0,-999.0,0.12820241672901456
1981-04-01,1.5,4.5,-999.0,-999.0,0.4146788492323897
1981-05-01,1.5,4.5,-999.0,-999.0,0.4146788492323897
1981-06-01,1.5,4.5,-999.0,-999.0,0.4146788492323897
1981-07-01,1.5,4.5,-999.0,-999.0,0.4146788492323897
1981-08-01,1.5,4.5,-999.0,-999.0,0.4146788492323897
1981-09-01,1.5,4.5,-999.0,-999.0,0.4146788492323897
1981-10-01,0.0,0.0,-999.0,-999.0,0.0
1981-11-01,0.0,0.0,-999.0,-999.0,0.0
1981-12-01,0.0,0.0,-999.0,-999.0,0.0
1982-01-01,0.0,0.0,-999.0,-999.0,0.0
1982-02-01,4.7,9.7,-999.0,-999.0,1.0788020012622832
1982-03-01,5.0,9.8,-999.0,-999.0,1.1216423057149665
1982-04-01,5.0,11.0,-999.0,-999.0,1.1817855038056586
1982-05-01,5.0,11.0,-999.0,-999.0,1.1817855038056586
1982-06-01,5.0,11.0,-999.0,-999.0,1.1817855038056586
1982-07-01,5.0,11.0,-999.0,-999.0,1.1817855038056586
1982-08-01,5.0,11.0,-999.0,-999.0,1.1817855038056586
1982-09-01,5.0,11.0,-999.0,-999.0,1.1817855038056586
1982-10-01,0.0,0.0,-999.0,-999.0,0.0
1982-11-01,0.0,0.0,-999.0,-999.0,0.0
1982-12-01,0.0,0.0,-999.0,-999.0,0.0
1983-01-01,0.0,0.0,-999.0,-999.0,0.0
1983-02-01,1.5,4.7,-999.0,-999.0,0.4247027155808384
1983-03-01,1.5,5.5,-999.0,-999.0,0.4647981809746331
1983-04-01,3.1,8.2,-999.0,-999.0,0.8018716901638042
1983-05-01,3.1,8.2,-999.0,-999.0,0.8018716901638042
1983-06-01,3.1,8.2,-999.0,-999.0,0.8018716901638042
1983-07-01,3.1,8.2,-999.0,-999.0,0.8018716901638042
1983-08-01,3.1,8.2,-999.0,-999.0,0.8018716901638042
1983-09-01,3.1,8.2,-999.0,-999.0,0.8018716901638042
1983-10-01,0.0,0.0,-999.0,-999.0,0.0
1983-11-01,0.0,0.0,-999.0,-999.0,0.0
1983-12-01,0.0,0.0,-999.0,-999.0,0.0
1984-01-01,0.0,0.0,-999.0,-999.0,0.0
1984-02-01,4.0,10.3,-999.0,-999.0,1.020607400657892
1984-03-01,4.9,10.3,-999.0,-999.0,1.1340925144932688
1984-04-01,5.7,12.8,-999.0,-999.0,1.360266500591434
1984-05-01,5.7,12.8,-999.0,-999.0,1.360266500591434
1984-06-01,5.7,12.8,-999.0,-999.0,1.360266500591434
1984-07-01,5.7,12.8,-999.0,-999.0,1.360266500591434
1984-08-01,5.7,12.8,-999.0,-999.0,1.360266500591434
1984-09-01,5.7,12.8,-999.0,-999.0,1.360266500591434
1984-10-01,0.0,0.0,-999.0,-999.0,0.0
1984-11-01,0.0,0.0,-999.0,-999.0,0.0
1984-12-01,0.0,0.0,-999.0,-999.0,0.0
1985-01-01,0.0,0.0,-999.0,-999.0,0.0
1985-02-01,1.5,5.4,-999.0,-999.0,0.4597862478004088
1985-03-01,1.6,6.7,-999.0,-999.0,0.5375508361581449
1985-04-01,2.3,6.7,-999.0,-999.0,0.6258170358078822
1985-05-01,2.3,6.7,-999.0,-999.0,0.6258170358078822
1985-06-01,2.3,6.7,-999.0,-999.0,0.6258170358078822
1985-07-01,2.3,6.7,-999.0,-999.0,0.6258170358078822
1985-08-01,2.3,6.7,-999.0,-999.0,0.6258170358078822
1985-09-01,2.3,6.7,-999.0,-999.0,0.6258170358078822
1985-10-01,0.0,0.0,-999.0,-999.0,0.0
1985-11-01,0.0,0.0,-999.0,-999.0,0.0
1985-12-01,0.0,0.0,-999.0,-999.0,0.0
1986-01-01,0.0,0.0,-999.0,-999.0,0.0
1986-02-01,1.6,5.7,-999.0,-999.0,0.48743150441590144
1986-03-01,3.7,10.1,-999.0,-999.0,0.9727551630309844
1986-04-01,3.7,10.1,-999.0,-999.0,0.9727551630309844
1986-05-01,3.7,10.1,-999.0,-999.0,0.9727551630309844
1986-06-01,3.7,10.1,-999.0,-999.0,0.9727551630309844
1986-07-01,3.7,10.1,-999.0,-999.0,0.9727551630309844
1986-08-01,3.7,10.1,-999.0,-999.0,0.9727551630309844
1986-09-01,3.7,10.1,-999.0,-999.0,0.9727551630309844
1986-10-01,0.0,0.0,-999.0,-999.0,0.0
1986-11-01,0.0,0.0,-999.0,-999.0,0.0
1986-12-01,0.0,0.0,-999.0,-999.0,0.0
1987-01-01,0.0,0.0,-999.0,-999.0,0.0
1987-02-01,3.4,7.1,-999.0,-999.0,0.7845687965257953
1987-03-01,3.6,7.7,-999.0,-999.0,0.8398593097567806
1987-04-01,5.6,11.4,-999.0,-999.0,1.2774899790594736
1987-05-01,5.6,11.4,-999.0,-999.0,1.2774899790594736
1987-06-01,5.6,11.4,-999.0,-999.0,1.2774899790594736
1987-07-01,5.6,11.4,-999.0,-999.0,1.2774899790594736
1987-08-01,5.6,11.4,-999.0,-999.0,1.2774899790594736
1987-09-01,5.6,11.4,-999.0,-999.0,1.2774899790594736
1987-10-01,0.0,0.0,-999.0,-999.0,0.0
1987-11-01,0.0,0.0,-999.0,-999.0,0.0
1987-12-01,0.0,0.0,-999.0,-999.0,0.0
1988-01-01,0.0,0.0,-999.0,-999.0,0.0
1988-02-01,2.3,6.1,-999.0,-999.0,0.5957454367625361
1988-03-01,2.6,8.2,-999.0,-999.0,0.7388244046997061
1988-04-01,3.1,10.0,-999.0,-999.0,0.8920864872998424
1988-05-01,3.1,10.0,-999.0,-999.0,0.8920864872998424
1988-06-01,3.1,10.0,-999.0,-999.0,0.8920864872998424
1988-07-01,3.1,10.0,-999.0,-999.0,0.8920864872998424
1988-08-01,3.1,10.0,-999.0,-999.0,0.8920864872998424
1988-09-01,3.1,10.0,-999.0,-999.0,0.8920864872998424
1988-10-01,0.0,0.0,-999.0,-999.0,0.0
1988-11-01,0.0,0.0,-999.0,-999.0,0.0
1988-12-01,0.0,0.0,-999.0,-999.0,0.0
1989-01-01,0.0,0.0,-999.0,-999.0,0.0
1989-02-01,2.3,7.0,-999.0,-999.0,0.6408528353305551
1989-03-01,3.9,10.9,-999.0,-999.0,1.0380695426104185
1989-04-01,4.0,10.9,-999.0,-999.0,1.050678999703238
1989-05-01,4.0,10.9,-999.0,-999.0,1.050678999703238
1989-06-01,4.0,10.9,-999.0,-999.0,1.050678999703238
1989-07-01,4.0,10.9,-999.0,-999.0,1.050678999703238
1989-08-01,4.0,10.9,-999.0,-999.0,1.050678999703238
1989-09-01,4.0,10.9,-999.0,-999.0,1.050678999703238
1989-10-01,0.0,0.0,-999.0,-999.0,0.0
1989-11-01,0.0,0.0,-999.0,-999.0,0.0
1989-12-01,0.0,0.0,-999.0,-999.0,0.0
1990-01-01,0.0,0.0,-999.0,-999.0,0.0
1990-02-01,1.3,5.3,-999.0,-999.0,0.4295554004405452
1990-03-01,1.8,6.1,-999.0,-999.0,0.532698151298438
1990-04-01,2.0,9.1,-999.0,-999.0,0.7082750607108075
1990-05-01,2.0,9.8,-999.0,-999.0,0.743358592930378
1990-06-01,2.0,9.8,-999.0,-999.0,0.743358592930378
1990-07-01,2.0,9.8,-999.0,-999.0,0.743358592930378
1990-08-01,2.0,9.8,-999.0,-999.0,0.743358592930378
1990-09-01,2.0,9.8,-999.0,-999.0,0.743358592930378
1990-10-01,0.0,0.0,-999.0,-999.0,0.0
1990-11-01,0.0,0.0,-999.0,-999.0,0.0
1990-12-01,0.0,0.0,-999.0,-999.0,0.0
1991-01-01,0.0,0.0,-999.0,-999.0,0.0
1991-02-01,1.8,3.5,-999.0,-999.0,0.4023878887686051
1991-03-01,2.0,4.7,-999.0,-999.0,0.4877500010449365
1991-04-01,3.0,7.4,-999.0,-999.0,0.7491667676771898
1991-05-01,3.0,8.3,-999.0,-999.0,0.7942741662452091
1991-06-01,3.0,8.3,-999.0,-999.0,0.7942741662452091
1991-07-01,3.0,8.3,-999.0,-999.0,0.7942741662452091
1991-08-01,3.0,8.3,-999.0,-999.0,0.7942741662452091
1991-09-01,3.0,8.3,-999.0,-999.0,0.7942741662452091
1991-10-01,0.0,0.0,-999.0,-999.0,0.0
1991-11-01,0.0,0.0,-999.0,-999.0,0.0
1991-12-01,0.0,0.0,-999.0,-999.0,0.0
1992-01-01,0.0,0.0,-999.0,-999.0,0.0
1992-02-01,2.4,6.0,-999.0,-999.0,0.6033429606811314
1992-03-01,3.5,6.1,-999.0,-999.0,0.7470589218763715
1992-04-01,3.8,9.3,-999.0,-999.0,0.9452691547300094
1992-05-01,3.8,9.3,-999.0,-999.0,0.9452691547300094
1992-06-01,3.8,9.3,-999.0,-999.0,0.9452691547300094
1992-07-01,3.8,9.3,-999.0,-999.0,0.9452691547300094
1992-08-01,3.8,9.3,-999.0,-999.0,0.9452691547300094
1992-09-01,3.8,9.3,-999.0,-999.0,0.9452691547300094
1992-10-01,0.0,0.0,-999.0,-999.0,0.0
1992-11-01,0.0,0.0,-999.0,-999.0,0.0
1992-12-01,0.0,0.0,-999.0,-999.0,0.0
1993-01-01,0.0,0.0,-999.0,-999.0,0.0
1993-02-01,1.8,5.8,-999.0,-999.0,0.517662351775765
1993-03-01,3.1,9.3,-999.0,-999.0,0.857002955080272
1993-04-01,4.0,11.0,-999.0,-999.0,1.0556909328774624
1993-05-01,4.0,11.0,-999.0,-999.0,1.0556909328774624
1993-06-01,4.0,11.0,-999.0,-999.0,1.0556909328774624
1993-07-01,4.0,11.0,-999.0,-999.0,1.0556909328774624
1993-08-01,4.0,11.0,-999.0,-999.0,1.0556909328774624
1993-09-01,4.0,11.0,-999.0,-999.0,1.0556909328774624
1993-10-01,0.0,0.0,-999.0,-999.0,0.0
1993-11-01,0.0,0.0,-999.0,-999.0,0.0
1993-12-01,0.0,0.0,-999.0,-999.0,0.0
1994-01-01,0.0,0.0,-999.0,-999.0,0.0
1994-02-01,1.9,4.8,-999.0,-999.0,0.4801524771263411
1994-03-01,3.2,7.4,-999.0,-999.0,0.7743856818628292
1994-04-01,3.2,8.2,-999.0,-999.0,0.8144811472566238
1994-05-01,3.2,8.2,-999.0,-999.0,0.8144811472566238
1994-06-01,3.2,8.2,-999.0,-999.0,0.8144811472566238
1994-07-01,3.2,8.2,-999.0,-999.0,0.8144811472566238
1994-08-01,3.2,8.2,-999.0,-999.0,0.8144811472566238
1994-09-01,3.2,8.2,-999.0,-999.0,0.8144811472566238
1994-10-01,0.0,0.0,-999.0,-999.0,0.0
1994-11-01,0.0,0.0,-999.0,-999.0,0.0
1994-12-01,0.0,0.0,-999.0,-999.0,0.0
1995-01-01,0.0,0.0,-999.0,-999.0,0.0
1995-02-01,2.6,4.2,-999.0,-999.0,0.5383470777307324
1995-03-01,4.2,7.2,-999.0,-999.0,0.8904563864425766
1995-04-01,5.5,10.4,-999.0,-999.0,1.2147611902244106
1995-05-01,6.4,12.1,-999.0,-999.0,1.413449168021601
1995-06-01,6.4,12.1,-999.0,-999.0,1.413449168021601
1995-07-01,6.4,12.1,-999.0,-999.0,1.413449168021601
1995-08-01,6.4,12.1,-999.0,-999.0,1.413449168021601
1995-09-01,6.4,12.1,-999.0,-999.0,1.413449168021601
1995-10-01,0.0,0.0,-999.0,-999.0,0.0
1995-11-01,0.0,0.0,-999.0,-999.0,0.0
1995-12-01,0.0,0.0,-999.0,-999.0,0.0
1996-01-01,0.0,0.0,-999.0,-999.0,0.0
1996-02-01,4.0,10.4,-999.0,-999.0,1.0256193338321165
1996-03-01,4.5,13.7,-999.0,-999.0,1.2540604140456177
1996-04-01,5.1,14.0,-999.0,-999.0,1.3447529561252085
1996-05-01,5.1,15.3,-999.0,-999.0,1.409908087390125
1996-06-01,5.1,15.3,-999.0,-999.0,1.409908087390125
1996-07-01,5.1,15.3,-999.0,-999.0,1.409908087390125
1996-08-01,5.1,15.3,-999.0,-999.0,1.409908087390125
1996-09-01,5.1,15.3,-999.0,-999.0,1.409908087390125
1996-10-01,0.0,0.0,-999.0,-999.0,0.0
1996-11-01,0.0,0.0,-999.0,-999.0,0.0
1996-12-01,0.0,0.0,-999.0,-999.0,0.0
1997-01-01,0.0,0.0,-999.0,-999.0,0.0
1997-02-01,3.6,11.0,-999.0,-999.0,1.0052531045061839
1997-03-01,4.5,12.2,-999.0,-999.0,1.1788814164322525
1997-04-01,5.2,12.2,-999.0,-999.0,1.26714761608199
1997-05-01,5.2,13.6,-999.0,-999.0,1.3373146805211307
1997-06-01,5.2,13.6,-999.0,-999.0,1.3373146805211307
1997-07-01,5.2,13.6,-999.0,-999.0,1.3373146805211307
1997-08-01,5.2,13.6,-999.0,-999.0,1.3373146805211307
1997-09-01,5.2,13.6,-999.0,-999.0,1.3373146805211307
1997-10-01,0.0,0.0,-999.0,-999.0,0.0
1997-11-01,0.0,0.0,-999.0,-999.0,0.0
1997-12-01,0.0,0.0,-999.0,-999.0,0.0
1998-01-01,0.0,0.0,-999.0,-999.0,0.0
1998-02-01,2.9,8.2,-999.0,-999.0,0.776652775978165
1998-03-01,3.4,9.2,-999.0,-999.0,0.8898193931845064
1998-04-01,4.4,11.2,-999.0,-999.0,1.1161526275971896
1998-05-01,4.4,11.2,-999.0,-999.0,1.1161526275971896
1998-06-01,4.4,11.2,-999.0,-999.0,1.1161526275971896
1998-07-01,4.4,11.2,-999.0,-999.0,1.1161526275971896
1998-08-01,4.4,11.2,-999.0,-999.0,1.1161526275971896
1998-09-01,4.4,11.2,-999.0,-999.0,1.1161526275971896
1998-10-01,0.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,0.0,0.4,1.2,0.035231002745612576
1998-12-01,0.0,0.0,1.0,2.3,0.07424113697747248
1999-01-01,0.0,0.0,1.5,3.5,0.11235001760096293
1999-02-01,1.6,5.5,2.0,6.9,0.43264845118736506
1999-03-01,2.5,8.1,2.7,8.8,0.612247145635775
1999-04-01,2.5,8.1,3.2,9.8,0.6464027777202486
1999-05-01,2.7,9.4,12.5,17.1,1.1035260147622838
1999-06-01,2.7,9.4,12.5,17.1,1.1035260147622838
1999-07-01,2.7,9.4,12.5,17.1,1.1035260147622838
1999-08-01,2.7,9.4,12.5,17.1,1.1035260147622838
1999-09-01,2.7,9.4,12.5,17.1,1.1035260147622838
1999-10-01,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,1.0,0.4,0.03668527585681246
1999-12-01,0.0,0.0,1.7,1.4,0.07659666369704182
2000-01-01,0.0,0.0,3.2,3.3,0.15732069298586998
2000-02-01,2.1,6.0,4.3,7.1,0.5468463665851829
2000-03-01,2.5,8.0,5.4,9.4,0.699303627368416
2000-04-01,3.1,10.5,8.3,12.6,0.9464915984074072
2000-05-01,3.1,10.5,8.3,12.6,0.9464915984074072
2000-06-01,3.1,10.5,8.3,12.6,0.9464915984074072
2000-07-01,3.1,10.5,8.3,12.6,0.9464915984074072
2000-08-01,3.1,10.5,8.3,12.6,0.9464915984074072
2000-09-01,3.1,10.5,8.3,12.6,0.9464915984074072
2000-10-01,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.3,0.9,0.02642325205920943
2000-12-01,0.0,0.0,1.0,2.7,0.08214763405550618
2001-01-01,0.0,0.0,1.3,5.3,0.14217349869635879
2001-02-01,0.8,4.4,1.5,6.1,0.32444260681239595
2001-03-01,2.1,5.9,2.6,8.4,0.5211125915777564
2001-04-01,2.5,8.2,5.8,11.9,0.7652426787918624
2001-05-01,2.5,8.2,6.8,12.1,0.797974706109658
2001-06-01,2.5,8.2,6.8,12.1,0.797974706109658
2001-07-01,2.5,8.2,6.8,12.1,0.797974706109658
2001-08-01,2.5,8.2,6.8,12.1,0.797974706109658
2001-09-01,2.5,8.2,6.8,12.1,0.797974706109658
2001-10-01,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.3,0.005929872808525267
2001-12-01,0.0,0.0,0.7,1.3,0.04584126064875463
2002-01-01,0.0,0.0,1.2,2.6,0.0859267655417535
2002-02-01,1.3,2.9,1.8,3.9,0.28352465044221076
2002-03-01,1.3,2.9,2.3,5.2,0.32361015533520965
2002-04-01,1.5,3.8,3.4,6.4,0.4141494596027965
2002-05-01,1.5,3.8,3.4,6.4,0.4141494596027965
2002-06-01,1.5,3.8,3.4,6.4,0.4141494596027965
2002-07-01,1.5,3.8,3.4,6.4,0.4141494596027965
2002-08-01,1.5,3.8,3.4,6.4,0.4141494596027965
2002-09-01,1.5,3.8,3.4,6.4,0.4141494596027965
2002-10-01,0.0,0.0,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.8,1.3,0.04871913852663251
2002-12-01,0.0,0.0,1.5,3.7,0.11630326613997978
2003-01-01,0.0,0.0,1.5,4.4,0.13013963602653875
2003-02-01,1.2,3.8,2.2,5.7,0.34686436954247357
2003-03-01,2.0,6.8,3.6,8.5,0.5681169653636433
2003-04-01,4.2,11.9,12.5,13.2,1.1836577611254069
2003-05-01,4.2,11.9,12.6,15.0,1.2221148758544362
2003-06-01,4.2,11.9,12.6,15.0,1.2221148758544362
2003-07-01,4.2,11.9,12.6,15.0,1.2221148758544362
2003-08-01,4.2,11.9,12.6,15.0,1.2221148758544362
2003-09-01,4.2,11.9,12.6,15.0,1.2221148758544362
2003-10-01,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,1.1,2.0,0.07118914204682508
2004-01-01,0.0,0.0,1.5,3.4,0.11037339333145452
2004-02-01,1.2,3.8,2.5,5.2,0.3456148818285651
2004-03-01,2.2,5.1,4.1,7.1,0.5248416400918274
2004-04-01,2.2,5.1,4.7,7.9,0.5579219015151622
2004-05-01,2.2,5.1,10.0,8.8,0.7282390474682654
2004-06-01,2.2,5.1,10.0,8.8,0.7282390474682654
2004-07-01,2.2,5.1,10.0,8.8,0.7282390474682654
2004-08-01,2.2,5.1,10.0,8.8,0.7282390474682654
2004-09-01,2.2,5.1,10.0,8.8,0.7282390474682654
2004-10-01,0.0,0.0,0.0,0.8,0.015812994156067378
2004-11-01,0.0,0.0,1.7,0.8,0.06473691807999128
2004-12-01,0.0,0.0,3.8,2.4,0.15679834182756144
2005-01-01,0.0,0.0,3.8,3.7,0.18249445733117092
2005-02-01,3.0,5.5,5.7,5.7,0.6036766410844827
2005-03-01,3.2,6.4,6.0,6.8,0.6692162980595382
2005-04-01,4.1,7.4,7.8,8.6,0.8383995595013015
2005-05-01,4.1,7.4,10.8,9.9,0.9504320113412473
2005-06-01,4.1,7.4,10.8,9.9,0.9504320113412473
2005-07-01,4.1,7.4,10.8,9.9,0.9504320113412473
2005-08-01,4.1,7.4,10.8,9.9,0.9504320113412473
2005-09-01,4.1,7.4,10.8,9.9,0.9504320113412473
2005-10-01,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,1.6,0.8,0.061859040202113406
2005-12-01,0.0,0.0,2.6,3.9,0.15191317133565324
2006-01-01,0.0,0.0,3.2,7.4,0.2383622880357153
2006-02-01,1.5,6.2,3.7,9.6,0.5461782679513918
2006-03-01,1.6,7.6,4.3,11.2,0.636459784296774
2006-04-01,3.1,10.4,6.9,14.7,0.9452044511896814
2006-05-01,3.1,10.4,6.9,14.7,0.9452044511896814
2006-06-01,3.1,10.4,6.9,14.7,0.9452044511896814
2006-07-01,3.1,10.4,6.9,14.7,0.9452044511896814
2006-08-01,3.1,10.4,6.9,14.7,0.9452044511896814
2006-09-01,3.1,10.4,6.9,14.7,0.9452044511896814
2006-10-01,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,3.7,3.5,0.17566333091427622
2006-12-01,0.0,0.0,4.5,5.2,0.23228896651894243
2007-01-01,0.0,0.0,7.5,6.8,0.3502512911674135
2007-02-01,5.6,9.9,8.8,8.3,1.0184685583455064
2007-03-01,6.2,12.1,9.1,10.9,1.1714540591812856
2007-04-01,6.2,12.1,11.5,13.2,1.2859854864490483
2007-05-01,6.2,13.8,15.1,14.6,1.459863261806677
2007-06-01,6.2,13.8,15.1,14.6,1.459863261806677
2007-07-01,6.2,13.8,15.1,14.6,1.459863261806677
2007-08-01,6.2,13.8,15.1,14.6,1.459863261806677
2007-09-01,6.2,13.8,15.1,14.6,1.459863261806677
2007-10-01,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.8,0.8,0.038836017179090396
2007-12-01,0.0,0.0,0.9,1.2,0.04962039213500195
2008-01-01,0.0,0.0,3.2,5.1,0.1928999298370216
2008-02-01,3.8,8.0,3.8,7.4,0.695686567035529
2008-03-01,5.8,11.6,5.1,10.6,1.0126603241364451
2008-04-01,6.5,13.1,7.3,13.1,1.2071118428190204
2008-05-01,6.5,13.1,7.9,13.3,1.2283323586253045
2008-06-01,6.5,13.1,7.9,13.3,1.2283323586253045
2008-07-01,6.5,13.1,7.9,13.3,1.2283323586253045
2008-08-01,6.5,13.1,7.9,13.3,1.2283323586253045
2008-09-01,6.5,13.1,7.9,13.3,1.2283323586253045
2008-10-01,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,1.1,1.4,0.059329396429774556
2008-12-01,0.0,0.0,1.2,3.7,0.10766963250634615
2009-01-01,0.0,0.0,2.3,6.3,0.19071852017022176
2009-02-01,2.8,6.8,2.3,7.9,0.5692826357054588
2009-03-01,3.0,7.0,2.3,9.4,0.6165533900151291
2009-04-01,3.0,7.6,3.4,11.1,0.6968484587761019
2009-05-01,3.0,9.2,7.6,12.2,0.8795576620053601
2009-06-01,3.0,9.2,7.6,12.2,0.8795576620053601
2009-07-01,3.0,9.2,7.6,12.2,0.8795576620053601
2009-08-01,3.0,9.2,7.6,12.2,0.8795576620053601
2009-09-01,3.0,9.2,7.6,12.2,0.8795576620053601
2009-10-01,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,2.1,0.9,0.07822505386101121
2009-12-01,0.0,0.0,2.9,1.4,0.11113119823157633
2010-01-01,0.0,0.0,3.6,2.9,0.1609257074193478
2010-02-01,1.8,3.3,3.7,4.0,0.3817284634718966
2010-03-01,2.8,4.8,4.5,5.8,0.5409675076168518
2010-04-01,2.8,6.6,7.2,7.2,0.6914503486606914
2010-05-01,2.8,6.6,8.1,8.6,0.7450239893347103
2010-06-01,2.8,6.6,8.1,8.6,0.7450239893347103
2010-07-01,2.8,6.6,8.1,8.6,0.7450239893347103
2010-08-01,2.8,6.6,8.1,8.6,0.7450239893347103
2010-09-01,2.8,6.6,8.1,8.6,0.7450239893347103
2010-10-01,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.8,1.9,0.06057888414368304
2010-12-01,0.0,0.0,1.7,4.1,0.1299655189737692
2011-01-01,0.0,0.0,2.0,7.3,0.20185112923167237
2011-02-01,1.9,7.4,2.5,9.7,0.5689108709173509
2011-03-01,2.6,9.0,4.2,12.2,0.7514789667976488
2011-04-01,4.0,11.6,5.2,15.7,1.002860925923876
2011-05-01,4.0,12.3,7.2,19.3,1.149118723293522
2011-06-01,4.0,12.3,7.2,19.3,1.149118723293522
2011-07-01,4.0,12.3,7.2,19.3,1.149118723293522
2011-08-01,4.0,12.3,7.2,19.3,1.149118723293522
2011-09-01,4.0,12.3,7.2,19.3,1.149118723293522
2011-10-01,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,1.4,1.3,0.06598640579389976
2011-12-01,0.0,0.0,2.2,2.0,0.10284579870348173
2012-01-01,0.0,0.0,3.6,2.5,0.1530192103413141
2012-02-01,1.9,3.3,3.8,3.9,0.3889344456266758
2012-03-01,2.2,5.7,5.3,5.8,0.5487158586454255
2012-04-01,2.2,5.7,5.3,5.8,0.5487158586454255
2012-05-01,2.2,5.7,5.3,5.8,0.5487158586454255
2012-06-01,2.2,5.7,5.3,5.8,0.5487158586454255
2012-07-01,2.2,5.7,5.3,5.8,0.5487158586454255
2012-08-01,2.2,5.7,5.3,5.8,0.5487158586454255
2012-09-01,2.2,5.7,5.3,5.8,0.5487158586454255
2012-10-01,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.3,0.3,0.014563506442158897
2012-12-01,0.0,0.0,0.3,0.3,0.014563506442158897
2013-01-01,0.0,0.0,0.9,2.6,0.07729313190811987
2013-02-01,1.2,2.1,0.9,3.4,0.22138816695046057
2013-03-01,1.4,4.2,2.3,5.1,0.3605158252445692
2013-04-01,1.4,5.4,4.4,7.4,0.49648521792404443
2013-05-01,2.7,9.2,7.0,10.7,0.8137268450562372
2013-06-01,2.7,9.2,7.0,10.7,0.8137268450562372
2013-07-01,2.7,9.2,7.0,10.7,0.8137268450562372
2013-08-01,2.7,9.2,7.0,10.7,0.8137268450562372
2013-09-01,2.7,9.2,7.0,10.7,0.8137268450562372
2013-10-01,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.9,1.5,0.055550264943527224
2013-12-01,0.0,0.0,1.5,3.3,0.10839676906194609
2014-01-01,0.0,0.0,2.2,5.0,0.16214452678873442
2014-02-01,2.2,6.5,4.0,8.3,0.5807667856676211
2014-03-01,4.9,12.8,5.4,13.0,1.042061982365939
2014-04-01,5.5,14.6,7.7,15.7,1.2445577986803353
2014-05-01,5.5,14.6,8.8,16.5,1.2920274494930593
2014-06-01,5.5,14.6,8.8,16.5,1.2920274494930593
2014-07-01,5.5,14.6,8.8,16.5,1.2920274494930593
2014-08-01,5.5,14.6,8.8,16.5,1.2920274494930593
2014-09-01,5.5,14.6,8.8,16.5,1.2920274494930593
2014-10-01,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.7,3.5,0.08932699457793991
2015-01-01,0.0,0.0,2.3,6.0,0.18478864736169648
2015-02-01,1.7,5.6,2.9,6.8,0.4653834229522795
2015-03-01,2.4,7.8,5.3,9.0,0.6772025906918703
2015-04-01,2.4,8.2,6.5,10.4,0.7494337313479714
2015-05-01,2.4,8.2,10.4,11.6,0.8853904598193096
2015-06-01,2.4,8.2,10.4,11.7,0.8873670840888179
2015-07-01,2.4,8.2,10.4,11.7,0.8873670840888179
2015-08-01,2.4,8.2,10.4,11.7,0.8873670840888179
2015-09-01,2.4,8.2,10.4,11.7,0.8873670840888179
2015-10-01,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,1.6,1.4,0.07371878581916394
2015-12-01,0.0,0.0,3.6,4.3,0.1885984471924657
2016-01-01,0.0,0.0,4.5,6.7,0.2619383305615688
2016-02-01,2.2,6.5,5.0,8.2,0.6075689401768914
2016-03-01,2.8,7.6,5.7,9.3,0.7148509560233218
2016-04-01,2.8,9.8,7.6,12.5,0.8879138772437389
2016-05-01,2.8,10.6,11.8,14.4,1.0663883419321671
2016-06-01,2.8,10.6,11.8,14.4,1.0663883419321671
2016-07-01,2.8,10.6,11.8,14.4,1.0663883419321671
2016-08-01,2.8,10.6,11.8,14.4,1.0663883419321671
2016-09-01,2.8,10.6,11.8,14.4,1.0663883419321671
2016-10-01,0.0,0.0,0.0,0.0,0.0
