,06J10,1061,426,457,467,1252,940,709,825,basinwide_average
1949-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1949-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1949-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1949-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1949-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1949-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1950-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1951-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1951-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1951-03-01,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9151988378427456
1951-04-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1951-05-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1951-06-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1951-07-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1951-08-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1951-09-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1951-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-02-01,15.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0105320501180315
1952-03-01,18.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1948429271835845
1952-04-01,21.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3918648992191756
1952-05-01,21.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3918648992191756
1952-06-01,21.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3918648992191756
1952-07-01,21.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3918648992191756
1952-08-01,21.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3918648992191756
1952-09-01,21.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3918648992191756
1952-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-02-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1953-03-01,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8579989104775739
1953-04-01,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8579989104775739
1953-05-01,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8579989104775739
1953-06-01,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8579989104775739
1953-07-01,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8579989104775739
1953-08-01,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8579989104775739
1953-09-01,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8579989104775739
1953-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-02-01,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.39404394407118215
1954-03-01,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.46395496640639183
1954-04-01,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6482658434719447
1954-05-01,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6482658434719447
1954-06-01,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6482658434719447
1954-07-01,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6482658434719447
1954-08-01,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6482658434719447
1954-09-01,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6482658434719447
1954-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-02-01,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5147993462865443
1955-03-01,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.769021245687307
1955-04-01,14.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8961321953876883
1955-05-01,14.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8961321953876883
1955-06-01,14.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8961321953876883
1955-07-01,14.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8961321953876883
1955-08-01,14.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8961321953876883
1955-09-01,14.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8961321953876883
1955-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-02-01,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.762665698202288
1956-03-01,16.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0359542400581079
1956-04-01,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0804430724532412
1956-05-01,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0804430724532412
1956-06-01,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0804430724532412
1956-07-01,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0804430724532412
1956-08-01,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0804430724532412
1956-09-01,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0804430724532412
1956-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-02-01,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8389322680225167
1957-03-01,16.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.061376429998184
1957-04-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1957-05-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1957-06-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1957-07-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1957-08-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1957-09-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1957-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-02-01,10.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6927546758670783
1958-03-01,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7880878881423643
1958-04-01,15.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0105320501180315
1958-05-01,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.055020882513165
1958-06-01,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.055020882513165
1958-07-01,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.055020882513165
1958-08-01,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.055020882513165
1958-09-01,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.055020882513165
1958-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-02-01,8.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5592881786816779
1959-03-01,13.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8770655529326312
1959-04-01,14.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9024877428727074
1959-05-01,15.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.959687670237879
1959-06-01,15.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.959687670237879
1959-07-01,15.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.959687670237879
1959-08-01,15.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.959687670237879
1959-09-01,15.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.959687670237879
1959-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-02-01,6.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.38768839658616305
1960-03-01,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7054657708371164
1960-04-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0168875976030507
1960-05-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0168875976030507
1960-06-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0168875976030507
1960-07-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0168875976030507
1960-08-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0168875976030507
1960-09-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0168875976030507
1960-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-02-01,6.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.381332849101144
1961-03-01,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5275104412565825
1961-04-01,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6291992010168876
1961-05-01,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6291992010168876
1961-06-01,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6291992010168876
1961-07-01,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6291992010168876
1961-08-01,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6291992010168876
1961-09-01,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6291992010168876
1961-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-02-01,12.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7817323406573452
1962-03-01,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0804430724532412
1962-04-01,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15670964227347
1962-05-01,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15670964227347
1962-06-01,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15670964227347
1962-07-01,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15670964227347
1962-08-01,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15670964227347
1962-09-01,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15670964227347
1962-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-02-01,6.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4321772289812965
1963-03-01,9.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.578354821136735
1963-04-01,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7308879607771926
1963-05-01,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7308879607771926
1963-06-01,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7308879607771926
1963-07-01,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7308879607771926
1963-08-01,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7308879607771926
1963-09-01,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7308879607771926
1963-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-02-01,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4512438714363537
1964-03-01,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6291992010168876
1964-04-01,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9851098601779553
1964-05-01,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9851098601779553
1964-06-01,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9851098601779553
1964-07-01,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9851098601779553
1964-08-01,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9851098601779553
1964-09-01,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9851098601779553
1964-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-02-01,11.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7181768658071546
1965-03-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.966043217722898
1965-04-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1965-05-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1965-06-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1965-07-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1965-08-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1965-09-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1965-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-02-01,7.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.47031051389141093
1966-03-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1966-04-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1966-05-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1966-06-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1966-07-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1966-08-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1966-09-01,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6355547485019066
1966-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-02-01,8.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5338659887416016
1967-03-01,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7753767931723261
1967-04-01,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7753767931723261
1967-05-01,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7753767931723261
1967-06-01,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7753767931723261
1967-07-01,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7753767931723261
1967-08-01,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7753767931723261
1967-09-01,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7753767931723261
1967-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-02-01,10.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6419102959869257
1968-03-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9914654076629743
1968-04-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9914654076629743
1968-05-01,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0295986925730887
1968-06-01,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0295986925730887
1968-07-01,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0295986925730887
1968-08-01,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0295986925730887
1968-09-01,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0295986925730887
1968-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-02-01,12.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8007989831124024
1969-03-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1969-04-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1969-05-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1969-06-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
