,05K13,05K29,602,basinwide_average
1951-10-01,0.0,-999.0,-999.0,0.0
1951-11-01,0.0,-999.0,-999.0,0.0
1951-12-01,0.0,-999.0,-999.0,0.0
1952-01-01,0.0,-999.0,-999.0,0.0
1952-02-01,16.4,-999.0,-999.0,1.1501853521691214
1952-03-01,16.6,-999.0,-999.0,1.1642120028053304
1952-04-01,20.0,-999.0,-999.0,1.40266506362088
1952-05-01,20.0,-999.0,-999.0,1.40266506362088
1952-06-01,20.0,-999.0,-999.0,1.40266506362088
1952-07-01,20.0,-999.0,-999.0,1.40266506362088
1952-08-01,20.0,-999.0,-999.0,1.40266506362088
1952-09-01,20.0,-999.0,-999.0,1.40266506362088
1952-10-01,0.0,-999.0,-999.0,0.0
1952-11-01,0.0,-999.0,-999.0,0.0
1952-12-01,0.0,-999.0,-999.0,0.0
1953-01-01,0.0,-999.0,-999.0,0.0
1953-02-01,9.2,-999.0,-999.0,0.6452259292656047
1953-03-01,13.7,-999.0,-999.0,0.9608255685803028
1953-04-01,13.7,-999.0,-999.0,0.9608255685803028
1953-05-01,18.3,-999.0,-999.0,1.2834385332131053
1953-06-01,18.3,-999.0,-999.0,1.2834385332131053
1953-07-01,18.3,-999.0,-999.0,1.2834385332131053
1953-08-01,18.3,-999.0,-999.0,1.2834385332131053
1953-09-01,18.3,-999.0,-999.0,1.2834385332131053
1953-10-01,0.0,-999.0,-999.0,0.0
1953-11-01,0.0,-999.0,-999.0,0.0
1953-12-01,0.0,-999.0,-999.0,0.0
1954-01-01,0.0,-999.0,-999.0,0.0
1954-02-01,5.6,-999.0,-999.0,0.3927462178138464
1954-03-01,7.4,-999.0,-999.0,0.5189860735397256
1954-04-01,10.7,-999.0,-999.0,0.7504258090371707
1954-05-01,10.7,-999.0,-999.0,0.7504258090371707
1954-06-01,10.7,-999.0,-999.0,0.7504258090371707
1954-07-01,10.7,-999.0,-999.0,0.7504258090371707
1954-08-01,10.7,-999.0,-999.0,0.7504258090371707
1954-09-01,10.7,-999.0,-999.0,0.7504258090371707
1954-10-01,0.0,-999.0,-999.0,0.0
1954-11-01,0.0,-999.0,-999.0,0.0
1954-12-01,0.0,-999.0,-999.0,0.0
1955-01-01,0.0,-999.0,-999.0,0.0
1955-02-01,6.3,-999.0,-999.0,0.4418394950405772
1955-03-01,9.0,-999.0,-999.0,0.631199278629396
1955-04-01,12.0,-999.0,-999.0,0.841599038172528
1955-05-01,12.0,-999.0,-999.0,0.841599038172528
1955-06-01,12.0,-999.0,-999.0,0.841599038172528
1955-07-01,12.0,-999.0,-999.0,0.841599038172528
1955-08-01,12.0,-999.0,-999.0,0.841599038172528
1955-09-01,12.0,-999.0,-999.0,0.841599038172528
1955-10-01,0.0,-999.0,-999.0,0.0
1955-11-01,0.0,-999.0,-999.0,0.0
1955-12-01,0.0,-999.0,-999.0,0.0
1956-01-01,0.0,-999.0,-999.0,0.0
1956-02-01,11.5,-999.0,-999.0,0.806532411582006
1956-03-01,17.2,-999.0,-999.0,1.2062919547139568
1956-04-01,17.2,-999.0,-999.0,1.2062919547139568
1956-05-01,17.2,-999.0,-999.0,1.2062919547139568
1956-06-01,17.2,-999.0,-999.0,1.2062919547139568
1956-07-01,17.2,-999.0,-999.0,1.2062919547139568
1956-08-01,17.2,-999.0,-999.0,1.2062919547139568
1956-09-01,17.2,-999.0,-999.0,1.2062919547139568
1956-10-01,0.0,-999.0,-999.0,0.0
1956-11-01,0.0,-999.0,-999.0,0.0
1956-12-01,0.0,-999.0,-999.0,0.0
1957-01-01,0.0,-999.0,-999.0,0.0
1957-02-01,10.6,-999.0,-999.0,0.7434124837190663
1957-03-01,12.9,-999.0,-999.0,0.9047189660354676
1957-04-01,15.8,-999.0,-999.0,1.1081054002604953
1957-05-01,23.2,-999.0,-999.0,1.6270914738002207
1957-06-01,23.2,-999.0,-999.0,1.6270914738002207
1957-07-01,23.2,-999.0,-999.0,1.6270914738002207
1957-08-01,23.2,-999.0,-999.0,1.6270914738002207
1957-09-01,23.2,-999.0,-999.0,1.6270914738002207
1957-10-01,0.0,-999.0,-999.0,0.0
1957-11-01,0.0,-999.0,-999.0,0.0
1957-12-01,0.0,-999.0,-999.0,0.0
1958-01-01,0.0,-999.0,-999.0,0.0
1958-02-01,5.0,-999.0,-999.0,0.35066626590522
1958-03-01,11.1,-999.0,-999.0,0.7784791103095884
1958-04-01,14.1,-999.0,-999.0,0.9888788698527203
1958-05-01,17.9,-999.0,-999.0,1.2553852319406875
1958-06-01,17.9,-999.0,-999.0,1.2553852319406875
1958-07-01,17.9,-999.0,-999.0,1.2553852319406875
1958-08-01,17.9,-999.0,-999.0,1.2553852319406875
1958-09-01,17.9,-999.0,-999.0,1.2553852319406875
1958-10-01,0.0,-999.0,-999.0,0.0
1958-11-01,0.0,-999.0,-999.0,0.0
1958-12-01,0.0,-999.0,-999.0,0.0
1959-01-01,0.0,-999.0,-999.0,0.0
1959-02-01,9.4,-999.0,-999.0,0.6592525799018136
1959-03-01,13.1,-999.0,-999.0,0.9187456166716763
1959-04-01,16.5,-999.0,-999.0,1.157198677487226
1959-05-01,19.1,-999.0,-999.0,1.3395451357579404
1959-06-01,19.1,-999.0,-999.0,1.3395451357579404
1959-07-01,19.1,-999.0,-999.0,1.3395451357579404
1959-08-01,19.1,-999.0,-999.0,1.3395451357579404
1959-09-01,19.1,-999.0,-999.0,1.3395451357579404
1959-10-01,0.0,-999.0,-999.0,0.0
1959-11-01,0.0,-999.0,-999.0,0.0
1959-12-01,0.0,-999.0,-999.0,0.0
1960-01-01,0.0,-999.0,-999.0,0.0
1960-02-01,6.5,-999.0,-999.0,0.455866145676786
1960-03-01,11.4,-999.0,-999.0,0.7995190862639017
1960-04-01,14.7,-999.0,-999.0,1.0309588217613468
1960-05-01,14.7,-999.0,-999.0,1.0309588217613468
1960-06-01,14.7,-999.0,-999.0,1.0309588217613468
1960-07-01,14.7,-999.0,-999.0,1.0309588217613468
1960-08-01,14.7,-999.0,-999.0,1.0309588217613468
1960-09-01,14.7,-999.0,-999.0,1.0309588217613468
1960-10-01,0.0,-999.0,-999.0,0.0
1960-11-01,0.0,-999.0,-999.0,0.0
1960-12-01,0.0,-999.0,-999.0,0.0
1961-01-01,0.0,-999.0,-999.0,0.0
1961-02-01,3.9,-999.0,-999.0,0.2735196874060716
1961-03-01,9.2,-999.0,-999.0,0.6452259292656047
1961-04-01,10.7,-999.0,-999.0,0.7504258090371707
1961-05-01,13.1,-999.0,-999.0,0.9187456166716763
1961-06-01,13.1,-999.0,-999.0,0.9187456166716763
1961-07-01,13.1,-999.0,-999.0,0.9187456166716763
1961-08-01,13.1,-999.0,-999.0,0.9187456166716763
1961-09-01,13.1,-999.0,-999.0,0.9187456166716763
1961-10-01,0.0,-999.0,-999.0,0.0
1961-11-01,0.0,-999.0,-999.0,0.0
1961-12-01,0.0,-999.0,-999.0,0.0
1962-01-01,0.0,-999.0,-999.0,0.0
1962-02-01,12.0,-999.0,-999.0,0.841599038172528
1962-03-01,15.9,-999.0,-999.0,1.1151187255785997
1962-04-01,15.9,-999.0,-999.0,1.1151187255785997
1962-05-01,15.9,-999.0,-999.0,1.1151187255785997
1962-06-01,15.9,-999.0,-999.0,1.1151187255785997
1962-07-01,15.9,-999.0,-999.0,1.1151187255785997
1962-08-01,15.9,-999.0,-999.0,1.1151187255785997
1962-09-01,15.9,-999.0,-999.0,1.1151187255785997
1962-10-01,0.0,-999.0,-999.0,0.0
1962-11-01,0.0,-999.0,-999.0,0.0
1962-12-01,0.0,-999.0,-999.0,0.0
1963-01-01,0.0,-999.0,-999.0,0.0
1963-02-01,6.3,-999.0,-999.0,0.4418394950405772
1963-03-01,9.5,-999.0,-999.0,0.666265905219918
1963-04-01,10.8,-999.0,-999.0,0.7574391343552752
1963-05-01,10.8,-999.0,-999.0,0.7574391343552752
1963-06-01,10.8,-999.0,-999.0,0.7574391343552752
1963-07-01,10.8,-999.0,-999.0,0.7574391343552752
1963-08-01,10.8,-999.0,-999.0,0.7574391343552752
1963-09-01,10.8,-999.0,-999.0,0.7574391343552752
1963-10-01,0.0,-999.0,-999.0,0.0
1963-11-01,0.0,-999.0,-999.0,0.0
1963-12-01,0.0,-999.0,-999.0,0.0
1964-01-01,0.0,-999.0,-999.0,0.0
1964-02-01,5.8,-999.0,-999.0,0.40677286845005517
1964-03-01,9.1,-999.0,-999.0,0.6382126039475003
1964-04-01,12.8,-999.0,-999.0,0.8977056407173633
1964-05-01,13.6,-999.0,-999.0,0.9538122432621984
1964-06-01,13.6,-999.0,-999.0,0.9538122432621984
1964-07-01,13.6,-999.0,-999.0,0.9538122432621984
1964-08-01,13.6,-999.0,-999.0,0.9538122432621984
1964-09-01,13.6,-999.0,-999.0,0.9538122432621984
1964-10-01,0.0,-999.0,-999.0,0.0
1964-11-01,0.0,-999.0,-999.0,0.0
1964-12-01,0.0,-999.0,-999.0,0.0
1965-01-01,0.0,-999.0,-999.0,0.0
1965-02-01,12.5,-999.0,-999.0,0.87666566476305
1965-03-01,15.0,-999.0,-999.0,1.05199879771566
1965-04-01,20.9,-999.0,-999.0,1.4657849914838195
1965-05-01,20.9,-999.0,-999.0,1.4657849914838195
1965-06-01,20.9,-999.0,-999.0,1.4657849914838195
1965-07-01,20.9,-999.0,-999.0,1.4657849914838195
1965-08-01,20.9,-999.0,-999.0,1.4657849914838195
1965-09-01,20.9,-999.0,-999.0,1.4657849914838195
1965-10-01,0.0,-999.0,-999.0,0.0
1965-11-01,0.0,-999.0,-999.0,0.0
1965-12-01,0.0,-999.0,-999.0,0.0
1966-01-01,0.0,-999.0,-999.0,0.0
1966-02-01,8.8,-999.0,-999.0,0.6171726279931873
1966-03-01,9.2,-999.0,-999.0,0.6452259292656047
1966-04-01,9.2,-999.0,-999.0,0.6452259292656047
1966-05-01,9.2,-999.0,-999.0,0.6452259292656047
1966-06-01,9.2,-999.0,-999.0,0.6452259292656047
1966-07-01,9.2,-999.0,-999.0,0.6452259292656047
1966-08-01,9.2,-999.0,-999.0,0.6452259292656047
1966-09-01,9.2,-999.0,-999.0,0.6452259292656047
1966-10-01,0.0,-999.0,-999.0,0.0
1966-11-01,0.0,-999.0,-999.0,0.0
1966-12-01,0.0,-999.0,-999.0,0.0
1967-01-01,0.0,-999.0,-999.0,0.0
1967-02-01,6.1,-999.0,-999.0,0.4278128444043684
1967-03-01,9.5,-999.0,-999.0,0.666265905219918
1967-04-01,9.5,-999.0,-999.0,0.666265905219918
1967-05-01,9.5,-999.0,-999.0,0.666265905219918
1967-06-01,9.5,-999.0,-999.0,0.666265905219918
1967-07-01,9.5,-999.0,-999.0,0.666265905219918
1967-08-01,9.5,-999.0,-999.0,0.666265905219918
1967-09-01,9.5,-999.0,-999.0,0.666265905219918
1967-10-01,0.0,-999.0,-999.0,0.0
1967-11-01,0.0,-999.0,-999.0,0.0
1967-12-01,0.0,-999.0,-999.0,0.0
1968-01-01,0.0,-999.0,-999.0,0.0
1968-02-01,8.6,-999.0,-999.0,0.6031459773569784
1968-03-01,12.1,-999.0,-999.0,0.8486123634906324
1968-04-01,13.4,-999.0,-999.0,0.9397855926259896
1968-05-01,13.4,-999.0,-999.0,0.9397855926259896
1968-06-01,13.4,-999.0,-999.0,0.9397855926259896
1968-07-01,13.4,-999.0,-999.0,0.9397855926259896
1968-08-01,13.4,-999.0,-999.0,0.9397855926259896
1968-09-01,13.4,-999.0,-999.0,0.9397855926259896
1968-10-01,0.0,-999.0,-999.0,0.0
1968-11-01,0.0,-999.0,-999.0,0.0
1968-12-01,0.0,-999.0,-999.0,0.0
1969-01-01,0.0,-999.0,-999.0,0.0
1969-02-01,8.2,-999.0,-999.0,0.5750926760845607
1969-03-01,9.0,-999.0,-999.0,0.631199278629396
1969-04-01,11.1,-999.0,-999.0,0.7784791103095884
1969-05-01,11.1,-999.0,-999.0,0.7784791103095884
1969-06-01,11.1,-999.0,-999.0,0.7784791103095884
1969-07-01,11.1,-999.0,-999.0,0.7784791103095884
1969-08-01,11.1,-999.0,-999.0,0.7784791103095884
1969-09-01,11.1,-999.0,-999.0,0.7784791103095884
1969-10-01,0.0,-999.0,-999.0,0.0
1969-11-01,0.0,-999.0,-999.0,0.0
1969-12-01,0.0,-999.0,-999.0,0.0
1970-01-01,0.0,-999.0,-999.0,0.0
1970-02-01,12.6,-999.0,-999.0,0.8836789900811544
1970-03-01,15.6,-999.0,-999.0,1.0940787496242863
1970-04-01,20.4,-999.0,-999.0,1.4307183648932975
1970-05-01,22.5,-999.0,-999.0,1.57799819657349
1970-06-01,22.5,-999.0,-999.0,1.57799819657349
1970-07-01,22.5,-999.0,-999.0,1.57799819657349
1970-08-01,22.5,-999.0,-999.0,1.57799819657349
1970-09-01,22.5,-999.0,-999.0,1.57799819657349
1970-10-01,0.0,-999.0,-999.0,0.0
1970-11-01,0.0,-999.0,-999.0,0.0
1970-12-01,0.0,-999.0,-999.0,0.0
1971-01-01,0.0,-999.0,-999.0,0.0
1971-02-01,10.4,-999.0,-999.0,0.7293858330828576
1971-03-01,12.8,-999.0,-999.0,0.8977056407173633
1971-04-01,16.3,-999.0,-999.0,1.1431720268510173
1971-05-01,17.0,-999.0,-999.0,1.192265304077748
1971-06-01,17.0,-999.0,-999.0,1.192265304077748
1971-07-01,17.0,-999.0,-999.0,1.192265304077748
1971-08-01,17.0,-999.0,-999.0,1.192265304077748
1971-09-01,17.0,-999.0,-999.0,1.192265304077748
1971-10-01,0.0,-999.0,-999.0,0.0
1971-11-01,0.0,-999.0,-999.0,0.0
1971-12-01,0.0,-999.0,-999.0,0.0
1972-01-01,0.0,-999.0,-999.0,0.0
1972-02-01,7.8,-999.0,-999.0,0.5470393748121432
1972-03-01,11.8,-999.0,-999.0,0.8275723875363192
1972-04-01,13.7,-999.0,-999.0,0.9608255685803028
1972-05-01,13.7,10.1,-999.0,1.0784069843868165
1972-06-01,13.7,10.1,-999.0,1.0784069843868165
1972-07-01,13.7,10.1,-999.0,1.0784069843868165
1972-08-01,13.7,10.1,-999.0,1.0784069843868165
1972-09-01,13.7,10.1,-999.0,1.0784069843868165
1972-10-01,0.0,0.0,-999.0,0.0
1972-11-01,0.0,0.0,-999.0,0.0
1972-12-01,0.0,0.0,-999.0,0.0
1973-01-01,0.0,0.0,-999.0,0.0
1973-02-01,9.2,6.7,-999.0,0.7193021864791049
1973-03-01,9.6,6.7,-999.0,0.7333288371153137
1973-04-01,11.7,6.7,-999.0,0.8069687529554099
1973-05-01,16.9,9.5,-999.0,1.155095781549952
1973-06-01,16.9,9.5,-999.0,1.155095781549952
1973-07-01,16.9,9.5,-999.0,1.155095781549952
1973-08-01,16.9,9.5,-999.0,1.155095781549952
1973-09-01,16.9,9.5,-999.0,1.155095781549952
1973-10-01,0.0,0.0,-999.0,0.0
1973-11-01,0.0,0.0,-999.0,0.0
1973-12-01,0.0,0.0,-999.0,0.0
1974-01-01,0.0,0.0,-999.0,0.0
1974-02-01,11.0,6.0,-999.0,0.7409769717610876
1974-03-01,13.5,7.6,-999.0,0.9233752927081513
1974-04-01,16.4,9.9,-999.0,1.1612454068723808
1974-05-01,16.8,11.9,-999.0,1.2936867505970384
1974-06-01,16.8,11.9,-999.0,1.2936867505970384
1974-07-01,16.8,11.9,-999.0,1.2936867505970384
1974-08-01,16.8,11.9,-999.0,1.2936867505970384
1974-09-01,16.8,11.9,-999.0,1.2936867505970384
1974-10-01,0.0,0.0,-999.0,0.0
1974-11-01,0.0,0.0,-999.0,0.0
1974-12-01,0.0,0.0,-999.0,0.0
1975-01-01,0.0,0.0,-999.0,0.0
1975-02-01,9.9,5.8,-999.0,0.6905622132026685
1975-03-01,13.7,8.0,-999.0,0.9540715566439455
1975-04-01,17.4,10.4,-999.0,1.225915706735015
1975-05-01,17.4,10.4,-999.0,1.225915706735015
1975-06-01,17.4,10.4,-999.0,1.225915706735015
1975-07-01,17.4,10.4,-999.0,1.225915706735015
1975-08-01,17.4,10.4,-999.0,1.225915706735015
1975-09-01,17.4,10.4,-999.0,1.225915706735015
1975-10-01,0.0,0.0,-999.0,0.0
1975-11-01,0.0,0.0,-999.0,0.0
1975-12-01,0.0,0.0,-999.0,0.0
1976-01-01,0.0,0.0,-999.0,0.0
1976-02-01,6.2,3.2,-999.0,0.40687659380275404
1976-03-01,9.3,5.6,-999.0,0.6576807679395105
1976-04-01,10.4,6.4,-999.0,0.7436199344244641
1976-05-01,10.4,7.7,-999.0,0.8205894849319557
1976-06-01,10.4,7.7,-999.0,0.8205894849319557
1976-07-01,10.4,7.7,-999.0,0.8205894849319557
1976-08-01,10.4,7.7,-999.0,0.8205894849319557
1976-09-01,10.4,7.7,-999.0,0.8205894849319557
1976-10-01,0.0,0.0,-999.0,0.0
1976-11-01,0.0,0.0,-999.0,0.0
1976-12-01,0.0,0.0,-999.0,0.0
1977-01-01,0.0,0.0,-999.0,0.0
1977-02-01,4.0,2.2,-999.0,0.27052266875938136
1977-03-01,6.0,3.4,-999.0,0.4117047377934945
1977-04-01,7.2,4.6,-999.0,0.52483350555519
1977-05-01,7.2,4.6,-999.0,0.52483350555519
1977-06-01,7.2,4.6,-999.0,0.52483350555519
1977-07-01,7.2,4.6,-999.0,0.52483350555519
1977-08-01,7.2,4.6,-999.0,0.52483350555519
1977-09-01,7.2,4.6,-999.0,0.52483350555519
1977-10-01,0.0,0.0,-999.0,0.0
1977-11-01,0.0,0.0,-999.0,0.0
1977-12-01,0.0,0.0,-999.0,0.0
1978-01-01,0.0,0.0,-999.0,0.0
1978-02-01,12.0,5.5,-999.0,0.7464399250794974
1978-03-01,13.6,6.1,-999.0,0.8380709355508671
1978-04-01,15.6,8.3,-999.0,1.0384603511292045
1978-05-01,15.6,8.3,-999.0,1.0384603511292045
1978-06-01,15.6,8.3,-999.0,1.0384603511292045
1978-07-01,15.6,8.3,-999.0,1.0384603511292045
1978-08-01,15.6,8.3,-999.0,1.0384603511292045
1978-09-01,15.6,8.3,-999.0,1.0384603511292045
1978-10-01,0.0,0.0,-999.0,0.0
1978-11-01,0.0,0.0,-999.0,0.0
1978-12-01,0.0,0.0,-999.0,0.0
1979-01-01,0.0,0.0,-999.0,0.0
1979-02-01,10.0,5.4,-999.0,0.6703859372440311
1979-03-01,11.1,5.4,-999.0,0.7089592264936052
1979-04-01,13.4,10.2,-999.0,1.0738077310640821
1979-05-01,13.4,10.2,-999.0,1.0738077310640821
1979-06-01,13.4,10.2,-999.0,1.0738077310640821
1979-07-01,13.4,10.2,-999.0,1.0738077310640821
1979-08-01,13.4,10.2,-999.0,1.0738077310640821
1979-09-01,13.4,10.2,-999.0,1.0738077310640821
1979-10-01,0.0,0.0,-999.0,0.0
1979-11-01,0.0,0.0,-999.0,0.0
1979-12-01,0.0,0.0,-999.0,0.0
1980-01-01,0.0,0.0,-999.0,0.0
1980-02-01,14.2,7.8,-999.0,0.9597634006303616
1980-03-01,17.1,9.1,-999.0,1.138426168250367
1980-04-01,18.4,9.6,-999.0,1.2136164560901577
1980-05-01,20.2,11.6,-999.0,1.3951510770415458
1980-06-01,20.2,11.6,-999.0,1.3951510770415458
1980-07-01,20.2,11.6,-999.0,1.3951510770415458
1980-08-01,20.2,11.6,-999.0,1.3951510770415458
1980-09-01,20.2,11.6,-999.0,1.3951510770415458
1980-10-01,0.0,0.0,-999.0,0.0
1980-11-01,0.0,0.0,-999.0,0.0
1980-12-01,0.0,0.0,-999.0,0.0
1981-01-01,0.0,0.0,-999.0,0.0
1981-02-01,2.0,1.1,-999.0,0.13526133437969068
1981-03-01,3.4,1.8,-999.0,0.22579975418737847
1981-04-01,5.6,3.4,-999.0,0.3976780871572857
1981-05-01,5.6,3.4,-999.0,0.3976780871572857
1981-06-01,5.6,3.4,-999.0,0.3976780871572857
1981-07-01,5.6,3.4,-999.0,0.3976780871572857
1981-08-01,5.6,3.4,-999.0,0.3976780871572857
1981-09-01,5.6,3.4,-999.0,0.3976780871572857
1981-10-01,0.0,0.0,-999.0,0.0
1981-11-01,0.0,0.0,-999.0,0.0
1981-12-01,0.0,0.0,-999.0,0.0
1982-01-01,0.0,0.0,-999.0,0.0
1982-02-01,12.6,6.6,-999.0,0.8326079822324572
1982-03-01,14.4,6.6,-999.0,0.895727910095397
1982-04-01,14.4,7.7,-999.0,0.9608559912940436
1982-05-01,14.4,7.9,-999.0,0.9726974606028884
1982-06-01,14.4,7.9,-999.0,0.9726974606028884
1982-07-01,14.4,7.9,-999.0,0.9726974606028884
1982-08-01,14.4,7.9,-999.0,0.9726974606028884
1982-09-01,14.4,7.9,-999.0,0.9726974606028884
1982-10-01,0.0,0.0,-999.0,0.0
1982-11-01,0.0,0.0,-999.0,0.0
1982-12-01,0.0,0.0,-999.0,0.0
1983-01-01,0.0,0.0,-999.0,0.0
1983-02-01,6.4,2.4,-999.0,0.36652404188547905
1983-03-01,8.6,3.9,-999.0,0.5324816402009638
1983-04-01,13.8,7.4,-999.0,0.9220538113764631
1983-05-01,17.8,9.9,-999.0,1.2103386840991117
1983-06-01,17.8,9.9,-999.0,1.2103386840991117
1983-07-01,17.8,9.9,-999.0,1.2103386840991117
1983-08-01,17.8,9.9,-999.0,1.2103386840991117
1983-09-01,17.8,9.9,-999.0,1.2103386840991117
1983-10-01,0.0,0.0,-999.0,0.0
1983-11-01,0.0,0.0,-999.0,0.0
1983-12-01,0.0,0.0,-999.0,0.0
1984-01-01,0.0,0.0,-999.0,0.0
1984-02-01,13.6,7.4,-999.0,0.9150404860583587
1984-03-01,14.9,7.9,-999.0,0.9902307738981495
1984-04-01,17.9,10.4,-999.0,1.2434490200302761
1984-05-01,21.0,12.1,-999.0,1.4528080515860755
1984-06-01,21.0,12.1,-999.0,1.4528080515860755
1984-07-01,21.0,12.1,-999.0,1.4528080515860755
1984-08-01,21.0,12.1,-999.0,1.4528080515860755
1984-09-01,21.0,12.1,-999.0,1.4528080515860755
1984-10-01,0.0,0.0,-999.0,0.0
1984-11-01,0.0,0.0,-999.0,0.0
1984-12-01,0.0,0.0,-999.0,0.0
1985-01-01,0.0,0.0,-999.0,0.0
1985-02-01,7.5,4.1,-999.0,0.5057498202602344
1985-03-01,9.4,4.8,-999.0,0.6138215533631832
1985-04-01,10.9,6.6,-999.0,0.7729947170285699
1985-05-01,10.9,6.6,-999.0,0.7729947170285699
1985-06-01,10.9,6.6,-999.0,0.7729947170285699
1985-07-01,10.9,6.6,-999.0,0.7729947170285699
1985-08-01,10.9,6.6,-999.0,0.7729947170285699
1985-09-01,10.9,6.6,-999.0,0.7729947170285699
1985-10-01,0.0,0.0,-999.0,0.0
1985-11-01,0.0,0.0,-999.0,0.0
1985-12-01,0.0,0.0,-999.0,0.0
1986-01-01,0.0,0.0,-999.0,0.0
1986-02-01,7.7,4.6,-999.0,0.5423668188504509
1986-03-01,12.4,7.3,-999.0,0.8670397994953098
1986-04-01,12.5,7.3,-999.0,0.870546462154362
1986-05-01,14.0,8.9,-999.0,1.0178781565109039
1986-06-01,14.0,8.9,-999.0,1.0178781565109039
1986-07-01,14.0,8.9,-999.0,1.0178781565109039
1986-08-01,14.0,8.9,-999.0,1.0178781565109039
1986-09-01,14.0,8.9,-999.0,1.0178781565109039
1986-10-01,0.0,0.0,-999.0,0.0
1986-11-01,0.0,0.0,-999.0,0.0
1986-12-01,0.0,0.0,-999.0,0.0
1987-01-01,0.0,0.0,-999.0,0.0
1987-02-01,6.9,4.6,-999.0,0.5143135175780333
1987-03-01,8.0,5.4,-999.0,0.600252684062987
1987-04-01,11.4,7.6,-999.0,0.8497353768680551
1987-05-01,11.4,7.6,-999.0,0.8497353768680551
1987-06-01,11.4,7.6,-999.0,0.8497353768680551
1987-07-01,11.4,7.6,-999.0,0.8497353768680551
1987-08-01,11.4,7.6,-999.0,0.8497353768680551
1987-09-01,11.4,7.6,-999.0,0.8497353768680551
1987-10-01,0.0,0.0,-999.0,0.0
1987-11-01,0.0,0.0,-999.0,0.0
1987-12-01,0.0,0.0,-999.0,0.0
1988-01-01,0.0,0.0,-999.0,0.0
1988-02-01,7.2,4.1,-999.0,0.4952298322830778
1988-03-01,10.2,6.0,-999.0,0.7129236704886699
1988-04-01,12.3,6.9,-999.0,0.839850198218568
1988-05-01,12.3,7.3,-999.0,0.8635331368362578
1988-06-01,12.3,7.3,-999.0,0.8635331368362578
1988-07-01,12.3,7.3,-999.0,0.8635331368362578
1988-08-01,12.3,7.3,-999.0,0.8635331368362578
1988-09-01,12.3,7.3,-999.0,0.8635331368362578
1988-10-01,0.0,0.0,-999.0,0.0
1988-11-01,0.0,0.0,-999.0,0.0
1988-12-01,0.0,0.0,-999.0,0.0
1989-01-01,0.0,0.0,-999.0,0.0
1989-02-01,8.8,4.3,-999.0,0.563177904136758
1989-03-01,10.2,5.7,-999.0,0.6951614665254027
1989-04-01,11.8,7.0,-999.0,0.8282376195777295
1989-05-01,11.8,7.0,-999.0,0.8282376195777295
1989-06-01,11.8,7.0,-999.0,0.8282376195777295
1989-07-01,11.8,7.0,-999.0,0.8282376195777295
1989-08-01,11.8,7.0,-999.0,0.8282376195777295
1989-09-01,11.8,7.0,-999.0,0.8282376195777295
1989-10-01,0.0,0.0,-999.0,0.0
1989-11-01,0.0,0.0,-999.0,0.0
1989-12-01,0.0,0.0,-999.0,0.0
1990-01-01,0.0,0.0,-999.0,0.0
1990-02-01,7.1,3.4,-999.0,0.45027802704306863
1990-03-01,7.9,4.1,-999.0,0.5197764708964433
1990-04-01,11.1,8.0,-999.0,0.8628983275085882
1990-05-01,11.1,8.0,-999.0,0.8628983275085882
1990-06-01,11.1,8.0,-999.0,0.8628983275085882
1990-07-01,11.1,8.0,-999.0,0.8628983275085882
1990-08-01,11.1,8.0,-999.0,0.8628983275085882
1990-09-01,11.1,8.0,-999.0,0.8628983275085882
1990-10-01,0.0,0.0,-999.0,0.0
1990-11-01,0.0,0.0,-999.0,0.0
1990-12-01,0.0,0.0,-999.0,0.0
1991-01-01,0.0,0.0,-999.0,0.0
1991-02-01,5.4,3.1,-999.0,0.372902557875914
1991-03-01,6.9,3.3,-999.0,0.4373439670705419
1991-04-01,11.0,6.6,-999.0,0.7765013796876221
1991-05-01,12.9,7.3,-999.0,0.8845731127905709
1991-06-01,12.9,7.3,-999.0,0.8845731127905709
1991-07-01,12.9,7.3,-999.0,0.8845731127905709
1991-08-01,12.9,7.3,-999.0,0.8845731127905709
1991-09-01,12.9,7.3,-999.0,0.8845731127905709
1991-10-01,0.0,0.0,-999.0,0.0
1991-11-01,0.0,0.0,-999.0,0.0
1991-12-01,0.0,0.0,-999.0,0.0
1992-01-01,0.0,0.0,-999.0,0.0
1992-02-01,7.3,4.1,-999.0,0.49873649494213
1992-03-01,8.4,4.9,-999.0,0.5846756614270837
1992-04-01,13.7,8.0,-999.0,0.9540715566439455
1992-05-01,13.7,8.0,-999.0,0.9540715566439455
1992-06-01,13.7,8.0,-999.0,0.9540715566439455
1992-07-01,13.7,8.0,-999.0,0.9540715566439455
1992-08-01,13.7,8.0,-999.0,0.9540715566439455
1992-09-01,13.7,8.0,-999.0,0.9540715566439455
1992-10-01,0.0,0.0,0.0,0.0
1992-11-01,0.0,0.0,2.1,0.03125000000000001
1992-12-01,0.0,0.0,5.6,0.08333333333333333
1993-01-01,0.0,0.0,7.5,0.11160714285714286
1993-02-01,8.0,3.9,10.0,0.48977063330729087
1993-03-01,11.9,6.4,16.1,0.7703965828734981
1993-04-01,15.2,8.4,21.8,1.0113077186697073
1993-05-01,17.6,10.3,27.2,1.2227674363610364
1993-06-01,17.6,10.3,27.2,1.2227674363610364
1993-07-01,17.6,10.3,27.2,1.2227674363610364
1993-08-01,17.6,10.3,27.2,1.2227674363610364
1993-09-01,17.6,10.3,27.2,1.2227674363610364
