,06M07,431,basinwide_average
1960-04-01,26.1,-999.0,1.165362189420602
1960-05-01,26.1,-999.0,1.165362189420602
1960-06-01,26.1,-999.0,1.165362189420602
1960-07-01,26.1,-999.0,1.165362189420602
1960-08-01,26.1,-999.0,1.165362189420602
1960-09-01,26.1,-999.0,1.165362189420602
1960-10-01,0.0,-999.0,0.0
1960-11-01,0.0,-999.0,0.0
1960-12-01,0.0,-999.0,0.0
1961-01-01,0.0,-999.0,0.0
1961-02-01,8.2,-999.0,0.3661291169827179
1961-03-01,9.8,-999.0,0.4375689446866629
1961-04-01,12.5,-999.0,0.55812365393707
1961-05-01,17.3,-999.0,0.7724431370489049
1961-06-01,17.3,-999.0,0.7724431370489049
1961-07-01,17.3,-999.0,0.7724431370489049
1961-08-01,17.3,-999.0,0.7724431370489049
1961-09-01,17.3,-999.0,0.7724431370489049
1961-10-01,0.0,-999.0,0.0
1961-11-01,0.0,-999.0,0.0
1961-12-01,0.0,-999.0,0.0
1962-01-01,0.0,-999.0,0.0
1962-02-01,15.0,-999.0,0.669748384724484
1962-03-01,23.9,-999.0,1.0671324263276778
1962-04-01,26.8,-999.0,1.196617114041078
1962-05-01,26.8,-999.0,1.196617114041078
1962-06-01,26.8,-999.0,1.196617114041078
1962-07-01,26.8,-999.0,1.196617114041078
1962-08-01,26.8,-999.0,1.196617114041078
1962-09-01,26.8,-999.0,1.196617114041078
1962-10-01,0.0,-999.0,0.0
1962-11-01,0.0,-999.0,0.0
1962-12-01,0.0,-999.0,0.0
1963-01-01,0.0,-999.0,0.0
1963-02-01,11.0,-999.0,0.4911488154646216
1963-03-01,17.8,-999.0,0.7947680832063877
1963-04-01,17.8,-999.0,0.7947680832063877
1963-05-01,17.8,-999.0,0.7947680832063877
1963-06-01,17.8,-999.0,0.7947680832063877
1963-07-01,17.8,-999.0,0.7947680832063877
1963-08-01,17.8,-999.0,0.7947680832063877
1963-09-01,17.8,-999.0,0.7947680832063877
1963-10-01,0.0,-999.0,0.0
1963-11-01,0.0,-999.0,0.0
1963-12-01,0.0,-999.0,0.0
1964-01-01,0.0,-999.0,0.0
1964-02-01,4.6,-999.0,0.20538950464884173
1964-03-01,8.2,-999.0,0.3661291169827179
1964-04-01,16.9,-999.0,0.7545831801229185
1964-05-01,16.9,-999.0,0.7545831801229185
1964-06-01,16.9,-999.0,0.7545831801229185
1964-07-01,16.9,-999.0,0.7545831801229185
1964-08-01,16.9,-999.0,0.7545831801229185
1964-09-01,16.9,-999.0,0.7545831801229185
1964-10-01,0.0,-999.0,0.0
1964-11-01,0.0,-999.0,0.0
1964-12-01,0.0,-999.0,0.0
1965-01-01,0.0,-999.0,0.0
1965-02-01,23.8,-999.0,1.0626674370961813
1965-03-01,25.2,-999.0,1.125177286337133
1965-04-01,28.4,-999.0,1.268056941745023
1965-05-01,30.5,-999.0,1.3618217156064507
1965-06-01,30.5,-999.0,1.3618217156064507
1965-07-01,30.5,-999.0,1.3618217156064507
1965-08-01,30.5,-999.0,1.3618217156064507
1965-09-01,30.5,-999.0,1.3618217156064507
1965-10-01,0.0,-999.0,0.0
1965-11-01,0.0,-999.0,0.0
1965-12-01,0.0,-999.0,0.0
1966-01-01,0.0,-999.0,0.0
1966-02-01,19.3,-999.0,0.861742921678836
1966-03-01,23.0,-999.0,1.0269475232442087
1966-04-01,23.0,-999.0,1.0269475232442087
1966-05-01,23.0,-999.0,1.0269475232442087
1966-06-01,23.0,-999.0,1.0269475232442087
1966-07-01,23.0,-999.0,1.0269475232442087
1966-08-01,23.0,-999.0,1.0269475232442087
1966-09-01,23.0,-999.0,1.0269475232442087
1966-10-01,0.0,-999.0,0.0
1966-11-01,0.0,-999.0,0.0
1966-12-01,0.0,-999.0,0.0
1967-01-01,0.0,-999.0,0.0
1967-02-01,18.0,-999.0,0.8036980616693807
1967-03-01,19.8,-999.0,0.8840678678363189
1967-04-01,22.5,-999.0,1.0046225770867259
1967-05-01,22.5,-999.0,1.0046225770867259
1967-06-01,22.5,-999.0,1.0046225770867259
1967-07-01,22.5,-999.0,1.0046225770867259
1967-08-01,22.5,-999.0,1.0046225770867259
1967-09-01,22.5,-999.0,1.0046225770867259
1967-10-01,0.0,-999.0,0.0
1967-11-01,0.0,-999.0,0.0
1967-12-01,0.0,-999.0,0.0
1968-01-01,0.0,-999.0,0.0
1968-02-01,12.0,-999.0,0.5357987077795872
1968-03-01,13.8,-999.0,0.6161685139465253
1968-04-01,18.2,-999.0,0.8126280401323739
1968-05-01,21.6,-999.0,0.964437674003257
1968-06-01,21.6,-999.0,0.964437674003257
1968-07-01,21.6,-999.0,0.964437674003257
1968-08-01,21.6,-999.0,0.964437674003257
1968-09-01,21.6,-999.0,0.964437674003257
1968-10-01,0.0,-999.0,0.0
1968-11-01,0.0,-999.0,0.0
1968-12-01,0.0,-999.0,0.0
1969-01-01,0.0,-999.0,0.0
1969-02-01,21.2,-999.0,0.9465777170772707
1969-03-01,24.5,-999.0,1.0939223617166571
1969-04-01,29.4,-999.0,1.3127068340599886
1969-05-01,29.4,-999.0,1.3127068340599886
1969-06-01,29.4,-999.0,1.3127068340599886
1969-07-01,29.4,-999.0,1.3127068340599886
1969-08-01,29.4,-999.0,1.3127068340599886
1969-09-01,29.4,-999.0,1.3127068340599886
1969-10-01,0.0,-999.0,0.0
1969-11-01,0.0,-999.0,0.0
1969-12-01,0.0,-999.0,0.0
1970-01-01,0.0,-999.0,0.0
1970-02-01,6.7,-999.0,0.2991542785102695
1970-03-01,6.7,-999.0,0.2991542785102695
1970-04-01,13.4,-999.0,0.598308557020539
1970-05-01,15.2,-999.0,0.678678363187477
1970-06-01,15.2,-999.0,0.678678363187477
1970-07-01,15.2,-999.0,0.678678363187477
1970-08-01,15.2,-999.0,0.678678363187477
1970-09-01,15.2,-999.0,0.678678363187477
1970-10-01,0.0,-999.0,0.0
1970-11-01,0.0,-999.0,0.0
1970-12-01,0.0,-999.0,0.0
1971-01-01,0.0,-999.0,0.0
1971-02-01,11.2,-999.0,0.5000787939276147
1971-03-01,13.9,-999.0,0.6206335031780218
1971-04-01,13.9,-999.0,0.6206335031780218
1971-05-01,13.9,-999.0,0.6206335031780218
1971-06-01,13.9,-999.0,0.6206335031780218
1971-07-01,13.9,-999.0,0.6206335031780218
1971-08-01,13.9,-999.0,0.6206335031780218
1971-09-01,13.9,-999.0,0.6206335031780218
1971-10-01,0.0,-999.0,0.0
1971-11-01,0.0,-999.0,0.0
1971-12-01,0.0,-999.0,0.0
1972-01-01,0.0,-999.0,0.0
1972-02-01,13.0,-999.0,0.5804486000945528
1972-03-01,13.0,-999.0,0.5804486000945528
1972-04-01,13.0,-999.0,0.5804486000945528
1972-05-01,13.0,-999.0,0.5804486000945528
1972-06-01,13.0,-999.0,0.5804486000945528
1972-07-01,13.0,-999.0,0.5804486000945528
1972-08-01,13.0,-999.0,0.5804486000945528
1972-09-01,13.0,-999.0,0.5804486000945528
1972-10-01,0.0,-999.0,0.0
1972-11-01,0.0,-999.0,0.0
1972-12-01,0.0,-999.0,0.0
1973-01-01,0.0,-999.0,0.0
1973-02-01,15.1,-999.0,0.6742133739559805
1973-03-01,19.0,-999.0,0.8483479539843464
1973-04-01,27.3,-999.0,1.2189420601985608
1973-05-01,29.8,-999.0,1.3305667909859749
1973-06-01,29.8,-999.0,1.3305667909859749
1973-07-01,29.8,-999.0,1.3305667909859749
1973-08-01,29.8,-999.0,1.3305667909859749
1973-09-01,29.8,-999.0,1.3305667909859749
1973-10-01,0.0,-999.0,0.0
1973-11-01,0.0,-999.0,0.0
1973-12-01,0.0,-999.0,0.0
1974-01-01,0.0,-999.0,0.0
1974-02-01,17.2,-999.0,0.7679781478174083
1974-03-01,17.6,-999.0,0.7858381047433945
1974-04-01,19.3,-999.0,0.861742921678836
1974-05-01,19.3,-999.0,0.861742921678836
1974-06-01,19.3,-999.0,0.861742921678836
1974-07-01,19.3,-999.0,0.861742921678836
1974-08-01,19.3,-999.0,0.861742921678836
1974-09-01,19.3,-999.0,0.861742921678836
1974-10-01,0.0,-999.0,0.0
1974-11-01,0.0,-999.0,0.0
1974-12-01,0.0,-999.0,0.0
1975-01-01,0.0,-999.0,0.0
1975-02-01,10.6,-999.0,0.47328885853863534
1975-03-01,17.9,-999.0,0.7992330724378841
1975-04-01,24.5,-999.0,1.0939223617166571
1975-05-01,26.3,-999.0,1.1742921678835951
1975-06-01,26.3,-999.0,1.1742921678835951
1975-07-01,26.3,-999.0,1.1742921678835951
1975-08-01,26.3,-999.0,1.1742921678835951
1975-09-01,26.3,-999.0,1.1742921678835951
1975-10-01,0.0,-999.0,0.0
1975-11-01,0.0,-999.0,0.0
1975-12-01,0.0,-999.0,0.0
1976-01-01,0.0,-999.0,0.0
1976-02-01,7.9,-999.0,0.3527341492882282
1976-03-01,16.5,-999.0,0.7367232231969324
1976-04-01,18.5,-999.0,0.8260230078268636
1976-05-01,18.5,-999.0,0.8260230078268636
1976-06-01,18.5,-999.0,0.8260230078268636
1976-07-01,18.5,-999.0,0.8260230078268636
1976-08-01,18.5,-999.0,0.8260230078268636
1976-09-01,18.5,-999.0,0.8260230078268636
1976-10-01,0.0,-999.0,0.0
1976-11-01,0.0,-999.0,0.0
1976-12-01,0.0,-999.0,0.0
1977-01-01,0.0,-999.0,0.0
1977-02-01,5.1,-999.0,0.22771445080632452
1977-03-01,5.7,-999.0,0.2545043861953039
1977-04-01,6.0,-999.0,0.2678993538897936
1977-05-01,6.0,-999.0,0.2678993538897936
1977-06-01,6.0,-999.0,0.2678993538897936
1977-07-01,6.0,-999.0,0.2678993538897936
1977-08-01,6.0,-999.0,0.2678993538897936
1977-09-01,6.0,-999.0,0.2678993538897936
1977-10-01,0.0,-999.0,0.0
1977-11-01,0.0,-999.0,0.0
1977-12-01,0.0,-999.0,0.0
1978-01-01,0.0,-999.0,0.0
1978-02-01,12.1,-999.0,0.5402636970110837
1978-03-01,17.1,-999.0,0.7635131585859117
1978-04-01,29.7,-999.0,1.3261018017544781
1978-05-01,29.7,-999.0,1.3261018017544781
1978-06-01,29.7,-999.0,1.3261018017544781
1978-07-01,29.7,-999.0,1.3261018017544781
1978-08-01,29.7,-999.0,1.3261018017544781
1978-09-01,29.7,-999.0,1.3261018017544781
1978-10-01,0.0,-999.0,0.0
1978-11-01,0.0,-999.0,0.0
1978-12-01,0.0,-999.0,0.0
1979-01-01,0.0,-999.0,0.0
1979-02-01,29.4,-999.0,1.3127068340599886
1979-03-01,31.9,-999.0,1.4243315648474024
1979-04-01,31.9,-999.0,1.4243315648474024
1979-05-01,33.3,-999.0,1.4868414140883544
1979-06-01,33.3,-999.0,1.4868414140883544
1979-07-01,33.3,-999.0,1.4868414140883544
1979-08-01,33.3,-999.0,1.4868414140883544
1979-09-01,33.3,-999.0,1.4868414140883544
1979-10-01,0.0,-999.0,0.0
1979-11-01,0.0,-999.0,0.0
1979-12-01,0.0,-999.0,0.0
1980-01-01,0.0,-999.0,0.0
1980-02-01,21.4,-999.0,0.9555076955402637
1980-03-01,34.6,-999.0,1.5448862740978098
1980-04-01,39.3,-999.0,1.754740767978148
1980-05-01,39.3,-999.0,1.754740767978148
1980-06-01,39.3,-999.0,1.754740767978148
1980-07-01,39.3,-999.0,1.754740767978148
1980-08-01,39.3,-999.0,1.754740767978148
1980-09-01,39.3,-999.0,1.754740767978148
1980-10-01,0.0,0.0,0.0
1980-11-01,0.0,2.6,0.048428130110848636
1980-12-01,0.0,4.1,0.07636743594403053
1981-01-01,0.0,6.3,0.117345084499364
1981-02-01,5.2,6.6,0.23902266568491093
1981-03-01,6.5,8.9,0.31088536463385086
1981-04-01,13.6,15.0,0.5830123260735851
1981-05-01,13.6,15.0,0.5830123260735851
1981-06-01,13.6,15.0,0.5830123260735851
1981-07-01,13.6,15.0,0.5830123260735851
1981-08-01,13.6,15.0,0.5830123260735851
1981-09-01,13.6,15.0,0.5830123260735851
1981-10-01,0.0,0.0,0.0
1981-11-01,0.0,0.0,0.0
1981-12-01,0.0,2.1,0.039115028166454666
1982-01-01,0.0,7.4,0.13783390877703072
1982-02-01,14.8,17.1,0.6489172896290192
1982-03-01,18.5,24.3,0.8656282584109787
1982-04-01,32.9,35.0,1.3864078646887616
1982-05-01,32.9,35.0,1.3864078646887616
1982-06-01,32.9,35.0,1.3864078646887616
1982-07-01,32.9,35.0,1.3864078646887616
1982-08-01,32.9,35.0,1.3864078646887616
1982-09-01,32.9,35.0,1.3864078646887616
1982-10-01,0.0,0.0,0.0
1982-11-01,0.0,0.9,0.016763583499909144
1982-12-01,0.0,9.6,0.17881155733236417
1983-01-01,0.0,15.1,0.28125567872069784
1983-02-01,13.1,17.3,0.6146901219390559
1983-03-01,17.6,24.3,0.8455358068692441
1983-04-01,26.0,33.3,1.200701189591191
1983-05-01,29.4,36.0,1.32689675702636
1983-06-01,29.4,36.0,1.32689675702636
1983-07-01,29.4,36.0,1.32689675702636
1983-08-01,29.4,36.0,1.32689675702636
1983-09-01,29.4,36.0,1.32689675702636
1983-10-01,0.0,0.0,0.0
1983-11-01,0.0,0.0,0.0
1983-12-01,0.0,8.4,0.15646011266581866
1984-01-01,0.0,23.6,0.4395784117753953
1984-02-01,25.7,27.1,1.078521241633461
1984-03-01,25.7,29.1,1.1157736494110368
1984-04-01,29.3,35.8,1.320939021632854
1984-05-01,29.3,35.8,1.320939021632854
1984-06-01,29.3,35.8,1.320939021632854
1984-07-01,29.3,35.8,1.320939021632854
1984-08-01,29.3,35.8,1.320939021632854
1984-09-01,29.3,35.8,1.320939021632854
1984-10-01,0.0,0.0,0.0
1984-11-01,0.0,5.8,0.10803198255497003
1984-12-01,0.0,8.5,0.15832273305469746
1985-01-01,12.4,18.3,0.617688863517606
1985-02-01,22.6,22.1,0.9161828891013247
1985-03-01,22.6,27.8,1.022352251267416
1985-04-01,29.6,41.1,1.426355386090675
1985-05-01,29.6,42.7,1.4561573123127358
1985-06-01,29.6,42.7,1.4561573123127358
1985-07-01,29.6,42.7,1.4561573123127358
1985-08-01,29.6,42.7,1.4561573123127358
1985-09-01,29.6,42.7,1.4561573123127358
1985-10-01,0.0,0.0,0.0
1985-11-01,0.0,0.3,0.00558786116663638
1985-12-01,0.0,10.9,0.2030256223877885
1986-01-01,12.6,13.6,0.5346106944717992
1986-02-01,12.6,13.6,0.5346106944717992
1986-03-01,18.9,21.3,0.818679625207608
1986-04-01,20.0,26.6,0.9419559465914151
1986-05-01,22.2,28.6,1.028323235915453
1986-06-01,22.2,28.6,1.028323235915453
1986-07-01,22.2,28.6,1.028323235915453
1986-08-01,22.2,28.6,1.028323235915453
1986-09-01,22.2,28.6,1.028323235915453
1986-10-01,0.0,2.8,0.05215337088860622
1986-11-01,0.0,4.7,0.0875431582773033
1986-12-01,0.0,10.1,0.18812465927675814
1987-01-01,7.7,10.5,0.3674772262448909
1987-02-01,11.4,14.9,0.5320348241382442
1987-03-01,14.4,20.3,0.6995911636101475
1987-04-01,20.4,25.9,0.9378475823322565
1987-05-01,20.4,25.9,0.9378475823322565
1987-06-01,20.4,25.9,0.9378475823322565
1987-07-01,20.4,25.9,0.9378475823322565
1987-08-01,20.4,25.9,0.9378475823322565
1987-09-01,20.4,25.9,0.9378475823322565
1987-10-01,0.0,0.0,0.0
1987-11-01,0.0,0.5,0.009313101944393968
1987-12-01,0.0,3.3,0.061466472833000184
1988-01-01,6.4,7.6,0.28443880496267826
1988-02-01,13.8,15.4,0.5949277968605968
1988-03-01,17.0,20.1,0.7539107828418451
1988-04-01,18.1,21.8,0.8101327702260157
1988-05-01,18.1,21.8,0.8101327702260157
1988-06-01,18.1,21.8,0.8101327702260157
1988-07-01,18.1,21.8,0.8101327702260157
1988-08-01,18.1,21.8,0.8101327702260157
1988-09-01,18.1,21.8,0.8101327702260157
1988-10-01,0.0,0.0,0.0
1988-11-01,0.0,0.0,0.0
1988-12-01,0.0,6.1,0.11361984372160641
1989-01-01,9.0,11.5,0.41512586013840647
1989-02-01,13.5,17.6,0.6292079615686855
1989-03-01,24.5,30.4,1.1131977790774819
1989-04-01,24.5,35.4,1.2063287985214215
1989-05-01,24.5,35.4,1.2063287985214215
1989-06-01,24.5,35.4,1.2063287985214215
1989-07-01,24.5,35.4,1.2063287985214215
1989-08-01,24.5,35.4,1.2063287985214215
1989-09-01,24.5,35.4,1.2063287985214215
1989-10-01,0.0,0.0,0.0
1989-11-01,0.0,0.0,0.0
1989-12-01,0.0,0.0,0.0
1990-01-01,0.1,0.8,0.017133457726778628
1990-02-01,2.3,3.4,0.1146764693840894
1990-03-01,5.8,6.5,0.2505550129905218
1990-04-01,9.4,13.8,0.46689610754561184
1990-05-01,9.4,13.8,0.46689610754561184
1990-06-01,9.4,13.8,0.46689610754561184
1990-07-01,9.4,13.8,0.46689610754561184
1990-08-01,9.4,13.8,0.46689610754561184
1990-09-01,9.4,13.8,0.46689610754561184
1990-10-01,0.0,0.0,0.0
1990-11-01,0.0,2.1,0.039115028166454666
1990-12-01,0.0,6.5,0.12107032527712158
1991-01-01,0.0,16.9,0.3147828457205161
1991-02-01,17.9,20.5,0.7814537159390947
1991-03-01,17.9,23.3,0.833607086827701
1991-04-01,29.6,34.9,1.3108729219801898
1991-05-01,29.6,34.9,1.3108729219801898
1991-06-01,29.6,34.9,1.3108729219801898
1991-07-01,29.6,34.9,1.3108729219801898
1991-08-01,29.6,34.9,1.3108729219801898
1991-09-01,29.6,34.9,1.3108729219801898
1991-10-01,0.0,0.0,0.0
1991-11-01,0.0,2.5,0.04656550972196984
1991-12-01,0.0,10.3,0.19184990005451577
1992-01-01,0.0,13.2,0.24586589133200074
1992-02-01,0.0,14.4,0.2682173359985463
1992-03-01,0.0,20.3,0.37811193894239514
1992-04-01,22.0,27.6,1.0052320427951686
1992-05-01,22.0,27.6,1.0052320427951686
1992-06-01,22.0,27.6,1.0052320427951686
1992-07-01,22.0,27.6,1.0052320427951686
1992-08-01,22.0,27.6,1.0052320427951686
1992-09-01,22.0,27.6,1.0052320427951686
1992-10-01,0.0,0.0,0.0
1992-11-01,0.0,1.4,0.02607668544430311
1992-12-01,0.0,4.3,0.08009267672178812
1993-01-01,0.0,11.9,0.22165182627657645
1993-02-01,0.0,21.4,0.3986007632200618
1993-03-01,0.0,34.2,0.6370161729965474
1993-04-01,37.8,37.7,1.546090851360155
1993-05-01,37.8,37.7,1.546090851360155
1993-06-01,37.8,37.7,1.546090851360155
1993-07-01,37.8,37.7,1.546090851360155
1993-08-01,37.8,37.7,1.546090851360155
1993-09-01,37.8,37.7,1.546090851360155
1993-10-01,0.0,0.0,0.0
1993-11-01,0.0,1.7,0.03166454661093949
1993-12-01,0.0,7.6,0.14155914955478832
1994-01-01,0.0,10.0,0.18626203888787937
1994-02-01,0.0,12.8,0.2384154097764856
1994-03-01,0.0,21.0,0.3911502816645467
1994-04-01,24.0,26.8,1.0349809719991039
1994-05-01,24.0,31.8,1.1281119914430435
1994-06-01,24.0,31.8,1.1281119914430435
1994-07-01,24.0,31.8,1.1281119914430435
1994-08-01,24.0,31.8,1.1281119914430435
1994-09-01,24.0,31.8,1.1281119914430435
1994-10-01,0.0,0.0,0.0
1994-11-01,0.0,2.4,0.04470288933309104
1994-12-01,0.0,10.3,0.19184990005451577
1995-01-01,0.0,13.3,0.24772851172087956
1995-02-01,0.0,19.5,0.36321097583136475
1995-03-01,0.0,27.1,0.5047701253861531
1995-04-01,34.9,38.2,1.4906616094478489
1995-05-01,34.9,40.0,1.5241887764476671
1995-06-01,34.9,40.0,1.5241887764476671
1995-07-01,34.9,40.0,1.5241887764476671
1995-08-01,34.9,40.0,1.5241887764476671
1995-09-01,34.9,40.0,1.5241887764476671
1995-10-01,0.0,0.0,0.0
1995-11-01,0.0,0.0,0.0
1995-12-01,0.0,2.2,0.040977648555333465
1996-01-01,0.0,3.9,0.07264219516627295
1996-02-01,0.0,12.2,0.22723968744321282
1996-03-01,0.0,18.5,0.3445847719425768
1996-04-01,17.8,21.7,0.8015726659898921
1996-05-01,17.8,21.7,0.8015726659898921
1996-06-01,17.8,21.7,0.8015726659898921
1996-07-01,17.8,21.7,0.8015726659898921
1996-08-01,17.8,21.7,0.8015726659898921
1996-09-01,17.8,21.7,0.8015726659898921
1996-10-01,0.0,0.0,0.0
1996-11-01,0.0,3.1,0.057741232055242606
1996-12-01,0.0,9.5,0.1769489369434854
1997-01-01,0.0,14.9,0.27753043794294024
1997-02-01,0.0,27.2,0.5066327457750318
1997-03-01,0.0,32.0,0.596038524441214
1997-04-01,30.6,32.0,1.2791818768601875
1997-05-01,30.6,32.0,1.2791818768601875
1997-06-01,30.6,32.0,1.2791818768601875
1997-07-01,30.6,32.0,1.2791818768601875
1997-08-01,30.6,32.0,1.2791818768601875
1997-09-01,30.6,32.0,1.2791818768601875
1997-10-01,0.0,0.0,0.0
1997-11-01,0.0,1.6,0.0298019262220607
1997-12-01,0.0,6.5,0.12107032527712158
1998-01-01,0.0,9.7,0.18067417772124297
1998-02-01,0.0,12.5,0.2328275486098492
1998-03-01,0.0,17.7,0.32968380883154647
1998-04-01,17.4,24.9,0.8522465399710202
1998-05-01,17.4,24.9,0.8522465399710202
1998-06-01,17.4,24.9,0.8522465399710202
1998-07-01,17.4,24.9,0.8522465399710202
1998-08-01,17.4,24.9,0.8522465399710202
1998-09-01,17.4,24.9,0.8522465399710202
1998-10-01,0.0,0.0,0.0
1998-11-01,0.0,2.7,0.05029075049972743
1998-12-01,0.0,8.6,0.16018535344357623
1999-01-01,0.0,9.0,0.16763583499909143
1999-02-01,0.0,11.8,0.21978920588769765
1999-03-01,0.0,14.2,0.2644920952207887
1999-04-01,6.9,14.2,0.41853422370742
1999-05-01,6.9,16.0,0.4520613907072383
1999-06-01,6.9,16.0,0.4520613907072383
1999-07-01,6.9,16.0,0.4520613907072383
1999-08-01,6.9,16.0,0.4520613907072383
1999-09-01,6.9,16.0,0.4520613907072383
1999-10-01,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0
1999-12-01,0.0,0.5,0.009313101944393968
2000-01-01,0.0,1.0,0.018626203888787937
2000-02-01,0.0,5.2,0.09685626022169727
2000-03-01,0.0,10.1,0.18812465927675814
2000-04-01,12.4,15.8,0.5711233537956362
2000-05-01,12.4,15.8,0.5711233537956362
2000-06-01,12.4,15.8,0.5711233537956362
2000-07-01,12.4,15.8,0.5711233537956362
2000-08-01,12.4,15.8,0.5711233537956362
2000-09-01,12.4,15.8,0.5711233537956362
2000-10-01,0.0,0.0,0.0
2000-11-01,0.0,2.3,0.04284026894421225
2000-12-01,0.0,6.5,0.12107032527712158
2001-01-01,0.0,10.5,0.19557514083227334
2001-02-01,0.0,14.7,0.27380519716518265
2001-03-01,0.0,21.8,0.406051244775577
2001-04-01,41.3,25.7,1.4007137162458894
2001-05-01,41.3,26.3,1.4118894385791623
2001-06-01,41.3,26.3,1.4118894385791623
2001-07-01,41.3,26.3,1.4118894385791623
2001-08-01,41.3,26.3,1.4118894385791623
2001-09-01,41.3,26.3,1.4118894385791623
2001-10-01,0.0,0.0,0.0
2001-11-01,0.0,0.1,0.0018626203888787937
2001-12-01,0.0,4.7,0.0875431582773033
2002-01-01,0.0,7.4,0.13783390877703072
2002-02-01,0.0,9.3,0.17322369616572783
2002-03-01,0.0,10.0,0.18626203888787937
2002-04-01,10.5,11.1,0.4411627978191155
2002-05-01,10.5,11.1,0.4411627978191155
2002-06-01,10.5,11.1,0.4411627978191155
2002-07-01,10.5,11.1,0.4411627978191155
2002-08-01,10.5,11.1,0.4411627978191155
2002-09-01,10.5,11.1,0.4411627978191155
2002-10-01,0.0,0.0,0.0
2002-11-01,0.0,2.5,0.04656550972196984
2002-12-01,0.0,6.3,0.117345084499364
2003-01-01,0.0,10.7,0.1993003816100309
2003-02-01,0.0,11.9,0.22165182627657645
2003-03-01,0.0,20.3,0.37811193894239514
2003-04-01,23.3,26.1,1.0063151669667145
2003-05-01,23.3,26.1,1.0063151669667145
2003-06-01,23.3,26.1,1.0063151669667145
2003-07-01,23.3,26.1,1.0063151669667145
2003-08-01,23.3,26.1,1.0063151669667145
2003-09-01,23.3,26.1,1.0063151669667145
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,4.8,0.08940577866618209
2004-01-01,0.0,8.6,0.16018535344357623
2004-02-01,0.0,16.8,0.3129202253316373
2004-03-01,0.0,22.5,0.41908958749772857
2004-04-01,22.1,22.5,0.9124708975780984
2004-05-01,22.1,22.5,0.9124708975780984
2004-06-01,22.1,22.5,0.9124708975780984
2004-07-01,22.1,22.5,0.9124708975780984
2004-08-01,22.1,22.5,0.9124708975780984
2004-09-01,22.1,22.5,0.9124708975780984
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,1.9,0.03538978738869708
2004-12-01,0.0,5.2,0.09685626022169727
2005-01-01,0.0,9.0,0.16763583499909143
2005-02-01,0.0,22.1,0.4116391059422134
2005-03-01,0.0,31.2,0.5811375613301836
2005-04-01,34.8,36.3,1.4530393274434035
2005-05-01,34.8,36.3,1.4530393274434035
2005-06-01,34.8,36.3,1.4530393274434035
2005-07-01,34.8,36.3,1.4530393274434035
2005-08-01,34.8,36.3,1.4530393274434035
2005-09-01,34.8,36.3,1.4530393274434035
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,0.0,0.8,0.01490096311103035
2006-01-01,0.0,3.4,0.06332909322187898
2006-02-01,0.0,7.6,0.14155914955478832
2006-03-01,0.0,10.0,0.18626203888787937
2006-04-01,19.8,18.7,0.7903439466384938
2006-05-01,19.8,18.7,0.7903439466384938
2006-06-01,19.8,18.7,0.7903439466384938
2006-07-01,19.8,18.7,0.7903439466384938
2006-08-01,19.8,18.7,0.7903439466384938
2006-09-01,19.8,18.7,0.7903439466384938
2006-10-01,0.0,0.0,0.0
2006-11-01,0.0,1.8,0.03352716699981829
2006-12-01,0.0,5.3,0.09871888061057606
2007-01-01,0.0,8.4,0.15646011266581866
2007-02-01,0.0,15.0,0.27939305833181904
2007-03-01,0.0,19.3,0.3594857350536072
2007-04-01,20.4,20.1,0.8298155997772866
2007-05-01,20.4,20.1,0.8298155997772866
2007-06-01,20.4,20.1,0.8298155997772866
2007-07-01,20.4,20.1,0.8298155997772866
2007-08-01,20.4,20.1,0.8298155997772866
2007-09-01,20.4,20.1,0.8298155997772866
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,0.3,0.00558786116663638
2007-12-01,0.0,3.5,0.06519171361075778
2008-01-01,0.0,16.1,0.2998818826094858
2008-02-01,0.0,30.0,0.5587861166636381
2008-03-01,0.0,39.5,0.7357350536071234
2008-04-01,39.5,39.5,1.6175704268276938
2008-05-01,39.5,39.5,1.6175704268276938
2008-06-01,39.5,39.5,1.6175704268276938
2008-07-01,39.5,39.5,1.6175704268276938
2008-08-01,39.5,39.5,1.6175704268276938
2008-09-01,39.5,39.5,1.6175704268276938
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.4,0.007450481555515175
2008-12-01,0.0,4.0,0.07450481555515175
2009-01-01,0.0,19.4,0.36134835544248595
2009-02-01,0.0,24.7,0.460067236053062
2009-03-01,0.0,29.6,0.5513356351081229
2009-04-01,28.3,33.6,1.2576364269200377
2009-05-01,28.3,33.6,1.2576364269200377
2009-06-01,28.3,33.6,1.2576364269200377
2009-07-01,28.3,33.6,1.2576364269200377
2009-08-01,28.3,33.6,1.2576364269200377
2009-09-01,28.3,33.6,1.2576364269200377
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,1.9,0.03538978738869708
2009-12-01,0.0,4.8,0.08940577866618209
2010-01-01,0.0,13.7,0.2551789932763947
2010-02-01,0.0,20.9,0.38928766127566783
2010-03-01,0.0,27.0,0.5029075049972743
