,05K23,05J25,05J18,05J44,05J22,05J45,05J08,05J05,412,564,663,1251,838,1042,basinwide_average
1936-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3209363790824995
1937-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.609779120256749
1937-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9146686803851236
1937-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9146686803851236
1937-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9146686803851236
1937-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9146686803851236
1937-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9146686803851236
1937-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9146686803851236
1937-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1937-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.641872758164999
1938-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7301302624126863
1938-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.8,13.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0268366773005135
1938-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.4,13.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0412982872435963
1938-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.4,13.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0412982872435963
1938-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.4,13.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0412982872435963
1938-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.4,13.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0412982872435963
1938-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.4,13.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0412982872435963
1938-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1938-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.1,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6929103054604796
1939-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.1,9.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8254263810611463
1939-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.3,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0951167948737544
1939-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.3,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0951167948737544
1939-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.3,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0951167948737544
1939-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.3,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0951167948737544
1939-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.3,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0951167948737544
1939-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.3,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0951167948737544
1939-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1939-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3532896554490207
1940-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.4,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6238862655926436
1940-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.8,9.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7900487333053183
1940-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.8,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8141189617365058
1940-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.8,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8141189617365058
1940-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.8,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8141189617365058
1940-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.8,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8141189617365058
1940-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.8,10.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8141189617365058
1940-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1940-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.3,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.19189904217311426
1941-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.4,4.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.37493338815271904
1941-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.8,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5893012223423366
1941-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.897555929336499
1941-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.897555929336499
1941-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.897555929336499
1941-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.897555929336499
1941-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.897555929336499
1941-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1941-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.2,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4784288794453683
1942-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.8,10.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7698928451908105
1942-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.5,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9433510274895945
1942-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.2,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.140879438219566
1942-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.2,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.140879438219566
1942-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.2,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.140879438219566
1942-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.2,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.140879438219566
1942-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.2,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.140879438219566
1942-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1942-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.5,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8630195682971179
1943-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.8,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1713554123094898
1943-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.6,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4997010978035923
1943-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.6,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4997010978035923
1943-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.6,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4997010978035923
1943-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.6,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4997010978035923
1943-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.6,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4997010978035923
1943-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.6,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4997010978035923
1943-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1943-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.7,2.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.19749595592268765
1944-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.1,4.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.33958819520417505
1944-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6,9.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7812164919190929
1944-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2066194682398241
1944-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2066194682398241
1944-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2066194682398241
1944-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2066194682398241
1944-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2066194682398241
1944-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1944-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.2,5.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.40625064895908986
1945-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.0,9.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.76675488197601
1945-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.5,13.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9915239391592534
1945-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.0,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3888936645211918
1945-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.0,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3888936645211918
1945-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.0,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3888936645211918
1945-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.0,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3888936645211918
1945-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.0,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3888936645211918
1945-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1945-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1946-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1946-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6809238734558118
1946-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.2,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8439159231464024
1946-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.1,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0141387778085345
1946-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.1,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0141387778085345
1946-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.1,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0141387778085345
1946-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.1,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0141387778085345
1946-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.1,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0141387778085345
1946-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.1,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0141387778085345
1946-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1946-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1946-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1947-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1947-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.7,8.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5948819086882681
1947-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.3,11.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9185044219565279
1947-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.5,15.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2484677712689565
1947-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.4,15.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.294262869422052
1947-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.4,15.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.294262869422052
1947-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.4,15.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.294262869422052
1947-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.4,15.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.294262869422052
1947-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.4,15.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.294262869422052
1947-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1947-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1947-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1948-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1948-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.33743756533859914
1948-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.5,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8188908161732742
1948-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.0,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1039977184709058
1948-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.4,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1377414750047656
1948-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.4,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1377414750047656
1948-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.4,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1377414750047656
1948-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.4,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1377414750047656
1948-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.4,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1377414750047656
1948-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1948-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1948-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1949-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1949-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.2,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8476355346193785
1949-03-01,-999.0,-999.0,5.8,-999.0,-999.0,-999.0,20.2,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1414377626546333
1949-04-01,-999.0,-999.0,7.3,-999.0,-999.0,-999.0,25.1,19.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4338727001947271
1949-05-01,-999.0,-999.0,7.3,-999.0,-999.0,-999.0,25.1,19.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4338727001947271
1949-06-01,-999.0,-999.0,7.3,-999.0,-999.0,-999.0,25.1,19.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4338727001947271
1949-07-01,-999.0,-999.0,7.3,-999.0,-999.0,-999.0,25.1,19.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4338727001947271
1949-08-01,-999.0,-999.0,7.3,-999.0,-999.0,-999.0,25.1,19.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4338727001947271
1949-09-01,-999.0,-999.0,7.3,-999.0,-999.0,-999.0,25.1,19.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4338727001947271
1949-10-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1949-11-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1949-12-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-01-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-02-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,6.7,8.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5958979321851569
1950-03-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,8.6,11.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6959642130884288
1950-04-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,18.3,13.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9240389166574395
1950-05-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,18.7,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.951862057459865
1950-06-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,18.7,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.951862057459865
1950-07-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,18.7,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.951862057459865
1950-08-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,18.7,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.951862057459865
1950-09-01,-999.0,-999.0,3.8,-999.0,-999.0,-999.0,18.7,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.951862057459865
1950-10-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-11-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-12-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
